stem	word_m	lang_GT_API	stopword	remove?	index
richard	richard	en	False	False	
día	día	es	False	True	
pido	pido	es	False	True	
pide	pide	es	False	True	
otro	otro	es	True	True	
auf	auf	de	True	True	
otra	otra	es	True	True	
igual	igual	es	False	True	
aus	aus	de	True	True	
tai	tai	fi	True	True	
neue	neue	de	False	True	
risa	risa	es	False	True	
olvidart	olvidarte	es	False	True	
voix	voix	fr	False	True	
voit	voit	fi	False	True	
voir	voir	fr	False	True	
oooo	oooo	bg		True	
haben	haben	de	True	True	
nacht	nacht	de	False	True	
niño	niño	es	False	True	
blick	blick	de	False	True	
upp	upp	sv	True	True	
hora	hora	es	False	True	
fuera	fuera	es	True	True	
chez	chez	fr	False	True	
olvida	olvida	es	False	True	
fuert	fuerte	es	False	True	
n	n			True	
nel	nel	it	True	True	
nem	nem	hu	True	True	
muer	muere	es	False	True	
kun	kun	fi	True	True	
fuerza	fuerza	es	False	True	
med	med	sv	True	True	
meg	meg	hu	True	True	
sobr	sobre	es	True	True	
oscuridad	oscuridad	es	False	True	
così	così	it	False	True	
meu	meu	pt	True	True	
met	met	nl	True	True	
jaurai	j'aurais	fr	False	True	
nicht	nicht	de	True	True	
mes	mes	fr	True	True	
mer	mer	sv	False	True	
gli	gli	it	True	True	
tant	tant	fr	False	True	
ska	ska	sv	False	True	
resto	resto	es	False	True	
fui	fui	pt	True	True	
também	também	pt	True	True	
solament	solamente	es	False	True	
qui	qui	fr	True	True	
toujour	toujours	fr	False	True	
outra	outra	pt	False	True	
hablar	hablar	es	False	True	
niin	niin	fi	True	True	
willst	willst	de	False	True	
saber	saber	pt	False	True	
berlin	berlin	de	False	True	
pecho	pecho	es	False	True	
aux	aux	fr	True	True	
muss	muss	de	True	True	
moin	moins	fr	False	True	
pouco	pouco	pt	False	True	
me	me			True	
für	für	de	True	True	
ma	ma			True	
mc	mc			True	
flore	flores	es	False	True	
mm	mm			True	
mo	mo			True	
mi	mi			True	
hizo	hizo	es	False	True	
ere	eres	es	True	True	
wort	worte	de	False	True	
era	era	es	True	True	
olen	olen	fi	True	True	
im	im			True	
libertad	libertad	es	False	True	
my	my			True	
gloria	gloria	es	False	True	
jamai	jamais	fr	False	True	
empieza	empieza	es	False	True	
io	io			True	
vos	vos	fr	True	True	
wirklich	wirklich	de	False	True	
aaah	aaah	id	False	True	
nient	niente	it	False	True	
cielo	cielo	es	False	True	
hoo	hoo	ar	False	True	
prendr	prendre	fr	False	True	
ogni	ogni	it	False	True	
quoi	quoi	fr	False	True	
quon	qu'on	fr	False	True	
hoy	hoy	es	False	True	
cariño	cariño	es	False	True	
lai	lai	lv		True	
être	être	fr	False	True	
weißt	weißt	de	False	True	
adio	adios	es	False	True	
sentir	sentir	pt	False	True	
acaba	acaba	es	False	True	
sitä	sitä	fi	True	True	
hasta	hasta	es	True	True	
peux	peux	fr	False	True	
carnav	carnaval	pt	False	True	
madrugada	madrugada	es	False	True	
peur	peur	fr	False	True	
peut	peut	fr	False	True	
atrá	atrás	pt	False	True	
mañana	mañana	es	False	True	
vita	vita	it	False	True	
vite	vite	fr	False	True	
ima	i'ma	pl		True	
meno	menos	es	False	True	
vento	vento	it	False	True	
canto	canto	it	False	True	
despierta	despierta	es	False	True	
baila	baila	es	False	True	
días	días	es	False	True	
creo	creo	es	False	True	
fin	fin	fr	False	True	
fil	fils	fr	False	True	
était	était	fr	True	True	
deinem	deinem	de	True	True	
deinen	deinen	de	True	True	
deiner	deiner	de	True	True	
teu	teu	ca		True	
wenn	wenn	de	True	True	
viver	viver	pt	False	True	
chico	chico	es	False	True	
l	l			True	
luce	luce	it	False	True	
enamorado	enamorado	es	False	True	
turnin	turnin'	sq		True	
allah	allah	ms		True	
nunca	nunca	es	False	True	
muero	muero	es	False	True	
algún	algún	es	False	True	
matar	matar	pt	False	True	
re	re			True	
ra	ra			True	
mondo	mondo	it	False	True	
frei	frei	de	False	True	
bailar	bailar	es	False	True	
spill	spill	no	False	True	
entrar	entrar	pt	False	True	
nie	nie	pl		True	
ist	ist	de	True	True	
att	att	sv	True	True	
einer	einer	de	True	True	
tellement	tellement	fr	False	True	
fácil	fácil	es	False	True	
lágrima	lágrimas	es	False	True	
einen	einen	de	True	True	
pasa	pasa	es	False	True	
endlich	endlich	de	False	True	
é	é			True	
è	è			True	
bonita	bonita	pt	False	True	
à	à			True	
ingen	ingen	sv	True	True	
å	å			True	
toi	toi	fr	True	True	
ton	ton	fr	True	True	
tod	tod	de	False	True	
hacer	hacer	es	False	True	
segundo	segundo	pt	False	True	
digo	digo	es	False	True	
diga	digas	es	False	True	
pluie	pluie	fr	False	True	
bitt	bitte	de	False	True	
tra	tra	it	True	True	
entr	entre	es	True	True	
ancora	ancora	it	False	True	
k	k			True	
esta	esta	es	True	True	
estc	est-ce	fr	False	True	
mina	mina	sv	True	True	
esto	esto	es	True	True	
sourir	sourire	fr	False	True	
damour	d'amour	fr	False	True	
bleib	bleib	de	False	True	
despertar	despertar	es	False	True	
nuit	nuit	fr	False	True	
razon	razon	es	False	True	
sue	sue	it	True	True	
ahí	ahí	es	False	True	
sinto	sinto	pt	False	True	
doo	doo	sl		True	
dom	dom	sv	False	True	
flor	flor	pt	False	True	
nei	nei	it	True	True	
suo	suo	it	True	True	
dor	dor	pt	False	True	
dos	dos	pt	True	True	
cama	cama	es	False	True	
hur	hur	sv	True	True	
cherch	cherche	fr	False	True	
bail	baile	ga		True	
sagt	sagt	de	False	True	
och	och	sv	True	True	
wirst	wirst	de	True	True	
quieren	quieren	es	False	True	
blut	blut	de	False	True	
ment	mente	es	False	True	
mend	mend	sq		True	
do	do			True	
dj	dj			True	
klein	kleine	de	False	True	
di	di			True	
de	de			True	
13	13			True	
da	da			True	
geen	geen	nl	True	True	
doigt	doigts	fr	False	True	
du	du			True	
bat	bat	eu		True	
bas	bas	fr	False	True	
busco	busco	es	False	True	
ner	ner	sv	False	True	
brazo	brazos	es	False	True	
disco	disco	es	False	True	
olhar	olhar	pt	False	True	
sentido	sentido	es	True	True	
bah	bah	fr	False	True	
fait	fait	fr	False	True	
beso	besos	es	False	True	
fair	faire	fr	False	True	
cerca	cerca	it	False	True	
guerra	guerra	es	False	True	
nur	nur	de	True	True	
parol	parole	it	False	True	
bled	bled	sl		True	
num	num	pt	True	True	
nuh	nuh	id	False	True	
cambiar	cambiar	es	False	True	
foss	fosse	it	True	True	
bij	bij	nl	True	True	
muy	muy	es	True	True	
insiem	insieme	it	False	True	
bien	bien	fr	False	True	
cómo	cómo	es	False	True	
mun	mun	ar	False	True	
alguien	alguien	es	False	True	
debo	debo	es	False	True	
we	we			True	
men	men	sv	True	True	
wa	wa			True	
debe	debes	es	False	True	
sera	sera	fr	True	True	
bras	bras	fr	False	True	
cos	'cos	pl		True	
cor	cor	pt	False	True	
ell	elle	fr	True	True	
herz	herz	de	False	True	
questo	questo	it	True	True	
ahora	ahora	es	False	True	
kommen	kommen	de	False	True	
una	una	es	True	True	
kommer	kommer	sv	False	True	
und	und	de	True	True	
une	une	fr	True	True	
com	com	pt	True	True	
col	col	it	True	True	
con	con	es	True	True	
demain	demain	fr	False	True	
vain	vain	fi	False	True	
jugar	jugar	es	False	True	
femm	femme	fr	False	True	
felicidad	felicidad	es	False	True	
aquella	aquella	es	False	True	
hijo	hijos	es	False	True	
fra	fra	da	True	True	
sam	sam	bs		True	
hay	hay	es	True	True	
sal	sal	af		True	
entonc	entonces	es	False	True	
pro	pro	cs		True	
ano	ano	pt	False	True	
café	café	pt	False	True	
pueden	pueden	es	False	True	
alegr	alegre	pt	False	True	
fest	fest	de	False	True	
erst	erst	de	False	True	
suav	suave	es	False	True	
encontrar	encontrar	es	False	True	
ain	ain?	ar	False	True	
della	della	it	True	True	
is	is			True	
ir	ir			True	
it	it			True	
ii	ii			True	
ik	ik			True	
il	il			True	
jest	jest	pl		True	
in	in			True	
amour	amour	fr	False	True	
id	id			True	
if	if			True	
bello	bello	it	False	True	
quand	quand	fr	False	True	
bella	bella	it	False	True	
busca	busca	es	False	True	
jama	jamas	es	False	True	
ello	ellos	es	True	True	
buscando	buscando	es	False	True	
ingent	ingenting	sv	False	True	
ella	ella	es	True	True	
vieux	vieux	fr	False	True	
dado	dado	es	False	True	
placer	placer	es	False	True	
deixa	deixa	pt	False	True	
mamma	mamma	sv	False	True	
hacen	hacen	es	False	True	
tha	tha	el		True	
letra	letra	es	False	True	
tão	tão	pt	False	True	
kalt	kalt	de	False	True	
yer	yer	tr	False	True	
sí	sí			True	
hai	hai	hi		True	
sé	sé			True	
han	han	es	True	True	
så	så			True	
sä	sä			True	
hab	hab	de	True	True	
ela	ela	pt	True	True	
voglio	voglio	it	False	True	
ele	ele	pt	True	True	
ooooh	ooooh	nl	False	True	
har	har	sv	True	True	
hat	hat	de	True	True	
wissen	wissen	de	False	True	
só	só			True	
egal	egal	de	False	True	
unter	unter	de	True	True	
assim	assim	pt	False	True	
escuchar	escuchar	es	False	True	
seel	seele	de	False	True	
50	50			True	
deus	deus	pt	False	True	
pasion	pasion	es	False	True	
amor	amor	pt	False	True	
ole	ole	fi	True	True	
oli	oli	fi	True	True	
tenemo	tenemos	es	True	True	
bord	bord	fr	False	True	
creer	creer	es	False	True	
decirt	decirte	es	False	True	
ici	ici	fr	False	True	
ich	ich	de	True	True	
fog	fog	hu	False	True	
uma	uma	pt	True	True	
strada	strada	it	False	True	
vielleicht	vielleicht	de	False	True	
suelo	suelo	es	False	True	
quedo	quedo	es	False	True	
coro	coro	it	False	True	
corp	corps	fr	False	True	
pensando	pensando	es	False	True	
corr	corre	es	False	True	
â	Â			True	
zur	zur	de	True	True	
difícil	difícil	es	False	True	
plus	plus	fr	False	True	
algo	algo	es	True	True	
mismo	mismo	es	False	True	
esperar	esperar	es	False	True	
coraz	coraz?	pl		True	
zum	zum	de	True	True	
lieb	liebe	de	False	True	
aber	aber	de	True	True	
cuor	cuore	it	False	True	
soi	sois	fr	True	True	
som	som	sv	True	True	
son	son	fr	True	True	
loin	loin	fr	False	True	
sou	sou	el		True	
vuelv	vuelve	es	False	True	
encor	encore	fr	False	True	
glaub	glaub	de	False	True	
veneno	veneno	es	False	True	
wah	wah	id	True	True	
avait	avait	fr	True	True	
gib	gib	de	False	True	
wax	wax	ku		True	
wat	wat	nl	True	True	
daß	daß	de	True	True	
aqui	aqui	pt	False	True	
seguir	seguir	es	False	True	
fors	forse	it	False	True	
mirada	mirada	es	False	True	
viva	viva	pt	False	True	
duel	duele	es	False	True	
vive	vive	es	False	True	
vorrei	vorrei	it	False	True	
layin	layin'	ha		True	
vivo	vivo	pt	False	True	
vivr	vivre	fr	False	True	
freund	freunde	de	False	True	
trist	triste	es	False	True	
labio	labios	es	False	True	
pude	pude	es	False	True	
weit	weit	de	False	True	
lleva	lleva	es	False	True	
petit	petit	fr	False	True	
salir	salir	es	False	True	
miro	miro	es	False	True	
20	20			True	
gracia	gracias	es	False	True	
leer	leer	es	False	True	
depoi	depois	pt	True	True	
na	na			True	
ne	ne			True	
til	'til	da	False	True	
tin	tin	vi		True	
hangin	hangin'	tl		True	
tame	tame	ja		True	
fou	fou	ca		True	
dies	diese	de	True	True	
dieu	dieu	fr	False	True	
mirando	mirando	es	False	True	
siento	siento	es	False	True	
licht	licht	nl	False	True	
sentimiento	sentimiento	es	False	True	
caricia	caricias	es	False	True	
selbst	selbst	de	True	True	
amar	amar	bn		True	
rot	rot	de	False	True	
macht	macht	de	False	True	
ver	ver	es	False	True	
ves	ves	sk		True	
muito	muito	pt	True	True	
puoi	puoi	it	False	True	
dá	dá			True	
decir	decir	es	False	True	
ven	ven	da	False	True	
veo	veo	es	False	True	
vem	vem	pt	False	True	
preciso	preciso	pt	False	True	
olvidar	olvidar	es	False	True	
nooit	nooit	nl	False	True	
guarda	guarda	it	False	True	
escucha	escucha	es	False	True	
dim	dim	cy		True	
din	din	ro	True	True	
dio	dios	es	False	True	
knockin	knockin'	nl	False	True	
die	die	de	True	True	
dig	dig	sv	True	True	
dia	dia	pt	False	True	
foi	fois	fr	False	True	
p	p			True	
querer	querer	pt	False	True	
larm	larmes	fr	False	True	
diz	diz	pt	False	True	
gut	gut	de	False	True	
dir	dir	de	True	True	
dis	dis	fr	False	True	
cose	cose	it	False	True	
cosa	cosa	it	False	True	
boca	boca	es	False	True	
sigo	sigo	es	False	True	
sigu	sigue	es	False	True	
hace	hace	es	False	True	
port	porte	fr	False	True	
corazon	corazon	es	False	True	
malo	malo	bs		True	
vengo	vengo	es	False	True	
queda	queda	es	False	True	
stadt	stadt	de	False	True	
nella	nella	it	True	True	
hart	hart	nl	False	True	
frío	frío	es	False	True	
nen	n'en	sv	False	True	
bi	bi			True	
juro	juro	pt	False	True	
melhor	melhor	pt	False	True	
culpa	culpa	es	False	True	
mutta	mutta	fi	True	True	
dêtre	d'être	fr	False	True	
bom	bom	pt	False	True	
bon	bon	fr	False	True	
deg	deg	no	True	True	
savoir	savoir	fr	False	True	
ilusión	ilusión	es	False	True	
gesicht	gesicht	de	False	True	
pasión	pasión	es	False	True	
tête	tête	fr	False	True	
ando	ando	pt	False	True	
impos	imposible	es	False	True	
vivir	vivir	es	False	True	
vous	vous	fr	True	True	
jah	jah	et		True	
lamor	l'amore	it	False	True	
espero	espero	es	False	True	
cuanto	cuanto	es	False	True	
aun	aun	es	False	True	
sous	sous	fr	False	True	
cabeza	cabeza	es	False	True	
cae	cae	es	False	True	
corazón	corazón	es	False	True	
noch	noch	de	True	True	
livet	livet	sv	False	True	
alleen	alleen	nl	False	True	
perder	perder	es	False	True	
o	o			True	
tar	tar	sv	False	True	
soleil	soleil	fr	False	True	
mehr	mehr	de	False	True	
aquel	aquel	es	False	True	
nyt	nyt	fi	True	True	
llego	llego	es	False	True	
puro	puro	es	False	True	
amanec	amanecer	es	False	True	
mas	mas	pt	True	True	
mar	mar	es	False	True	
misma	misma	es	False	True	
kopf	kopf	de	False	True	
niemand	niemand	de	False	True	
mag	mag	tl		True	
mai	mais	pt	True	True	
dove	dove	it	True	True	
leve	leve	pt	False	True	
rêve	rêve	fr	False	True	
avant	avant	fr	False	True	
su	su			True	
tale	tale	it	False	True	
jaim	j'aime	fr	False	True	
sa	sa			True	
manera	manera	es	False	True	
etwa	etwas	de	True	True	
immer	immer	de	False	True	
aha	aha	pl		True	
hacia	hacia	es	False	True	
tore	tore	de	False	True	
già	già	it	False	True	
forma	forma	es	False	True	
thang	thang	vi		True	
jij	jij	nl	False	True	
kaiken	kaiken	fi	False	True	
maim	m'aimes	fr	False	True	
augen	augen	de	False	True	
nom	nom	fr	False	True	
non	non	it	True	True	
ahi	ahi	es	False	True	
noi	noi	ro	True	True	
javai	j'avais	fr	False	True	
bein	bein'	ar	False	True	
nog	nog	nl	True	True	
dimmi	dimmi	it	False	True	
sol	sol	es	False	True	
sorriso	sorriso	pt	False	True	
qu	qu'	zh-CN		True	
nos	nos	pt	True	True	
vaan	vaan	fi	True	True	
caminar	caminar	es	False	True	
terr	terre	fr	False	True	
keiner	keiner	de	True	True	
em	'em	pt	False	True	
el	el			True	
en	en			True	
ei	ei			True	
eh	eh			True	
eg	eg			True	
står	står	sv	False	True	
mulher	mulher	pt	False	True	
ey	ey			True	
ez	ez			True	
eu	eu			True	
et	et			True	
es	es			True	
er	er			True	
dort	dort	de	True	True	
poco	poco	es	True	True	
fazer	fazer	pt	False	True	
bli	bli	sv	True	True	
olvido	olvido	es	False	True	
stell	stelle	it	False	True	
bla	bla	no	False	True	
tienen	tienen	es	True	True	
sogno	sogno	it	False	True	
auch	auch	de	True	True	
g	g			True	
cari	cari	id	False	True	
allá	allá	es	False	True	
cara	cara	id	True	True	
care	care	ro	True	True	
gusta	gusta	es	False	True	
sabor	sabor	es	False	True	
luego	luego	es	False	True	
può	può	it	False	True	
mucha	muchas	es	False	True	
mitä	mitä	fi	True	True	
vient	vient	fr	False	True	
ond	onde	pt	False	True	
ont	ont	fr	True	True	
chanson	chanson	fr	False	True	
llegar	llegar	es	False	True	
2	2			True	
las	las	es	True	True	
perdida	perdida	es	False	True	
altro	altro	it	False	True	
suert	suerte	es	False	True	
sento	sento	it	False	True	
hun	hun	nl	True	True	
lhe	lhe	pt	True	True	
bajo	bajo	es	False	True	
x4	(x4)	uz		True	
gehn	gehn	de	False	True	
12	12			True	
15	15			True	
plein	plein	fr	False	True	
16	16			True	
r	r			True	
werd	werde	de	True	True	
geht	geht	de	False	True	
futuro	futuro	es	False	True	
sai	sais	fr	False	True	
não	não	pt	True	True	
pra	pra	pt	False	True	
ana	ana	az	False	True	
saa	saa	fi	False	True	
dass	dass	de	True	True	
sag	sag	da	False	True	
sad	sad	bs		True	
sull	sulle	it	True	True	
allen	allen	de	True	True	
sogni	sogni	it	False	True	
nott	notte	it	False	True	
hör	hör	sv	False	True	
notr	notre	fr	True	True	
mitt	mitt	sv	True	True	
jahr	jahre	de	False	True	
kan	kan	sv	True	True	
weiß	weiß	de	False	True	
soñar	soñar	es	False	True	
loca	loca	es	False	True	
deux	deux	fr	False	True	
miei	miei	it	True	True	
ust	usted	es	False	True	
wird	wird	de	True	True	
cualquier	cualquier	es	False	True	
på	på			True	
anch	anche	it	True	True	
angst	angst	de	False	True	
alguna	alguna	es	False	True	
axe	axe	fr	False	True	
perch	perche'	it	False	True	
troi	trois	fr	False	True	
olho	olhos	pt	False	True	
estoy	estoy	es	True	True	
trop	trop	fr	False	True	
estou	estou	pt	True	True	
inn	inn	no	True	True	
lua	lua	ro	False	True	
dich	dich	de	True	True	
himmel	himmel	de	False	True	
joka	joka	fi	True	True	
joli	jolie	fr	False	True	
lumièr	lumière	fr	False	True	
aina	aina	fi	False	True	
när	när	sv	True	True	
deseo	deseo	es	False	True	
vuela	vuela	es	False	True	
ventana	ventana	es	False	True	
toca	toca	es	False	True	
gee	gee	af		True	
lui	lui	ro	True	True	
geh	geh	de	False	True	
gen	gens	fr	False	True	
prima	prima	it	False	True	
schwer	schwer	de	False	True	
leur	leur	fr	True	True	
sehn	sehn	de	False	True	
silencio	silencio	es	False	True	
dice	dice	es	False	True	
conscienc	conscience	fr	False	True	
contar	contar	es	False	True	
sait	sait	fr	False	True	
cd	cd			True	
3	3			True	
estar	estar	es	True	True	
llorar	llorar	es	False	True	
ormai	ormai	it	False	True	
vie	vie	fr	False	True	
dinero	dinero	es	False	True	
tus	tus	es	True	True	
tut	tut	de	False	True	
punto	punto	it	False	True	
jo	jo			True	
comm	comme	fr	False	True	
como	como	es	True	True	
tuo	tuo	it	True	True	
je	je			True	
tue	tue	it	True	True	
vrai	vrai	fr	False	True	
mond	monde	fr	False	True	
canta	canta	es	False	True	
quier	quieres	es	False	True	
empezar	empezar	es	False	True	
s	s			True	
tous	tous	fr	False	True	
tout	tout	fr	False	True	
aura	aura	fr	True	True	
igen	igen	sv	False	True	
quien	quien	es	True	True	
canción	canción	es	False	True	
mann	mann	de	False	True	
mano	mano	lt		True	
você	você	pt	True	True	
distancia	distancia	es	False	True	
pot	pot	ro	True	True	
cuando	cuando	es	True	True	
pon	pon	bg		True	
pole	pole	et		True	
besoin	besoin	fr	False	True	
poi	poi	it	False	True	
mare	mare	ro	False	True	
sest	s'est	fr	False	True	
oder	oder	de	True	True	
ja	ja			True	
pourtant	pourtant	fr	False	True	
qué	qué	es	True	True	
venir	venir	fr	False	True	
buscar	buscar	es	False	True	
thousand	thousand	tl		True	
valor	valor	pt	False	True	
lamour	l'amour	fr	False	True	
ceux	ceux	fr	False	True	
amant	amante	es	False	True	
casa	casa	es	False	True	
caso	caso	es	False	True	
pobr	pobre	es	False	True	
casi	casi	es	False	True	
cree	crees	es	False	True	
céu	céu	pt	False	True	
vaikka	vaikka	fi	True	True	
fim	fim	pt	False	True	
buen	buen	es	False	True	
conmigo	conmigo	es	False	True	
muerto	muerto	es	False	True	
soir	soir	fr	False	True	
viento	viento	es	False	True	
par	par	fr	True	True	
pas	pas	fr	True	True	
medio	medio	es	False	True	
extraño	extraño	es	False	True	
hecho	hecho	es	False	True	
för	för	sv	True	True	
kuinka	kuinka	fi	False	True	
ni	ni			True	
sotto	sotto	it	False	True	
nest	n'est	fr	False	True	
dabei	dabei	de	False	True	
weer	weer	nl	False	True	
tenho	tenho	pt	True	True	
no	no			True	
lento	lento	es	False	True	
machen	machen	de	True	True	
conoc	conoce	es	False	True	
ces	ces	fr	True	True	
vamo	vamos	es	False	True	
visto	visto	it	False	True	
quién	quién	es	False	True	
habrá	habrá	es	True	True	
quella	quella	it	True	True	
llanto	llanto	es	False	True	
quello	quello	it	True	True	
odio	odio	la		True	
4	4			True	
verso	verso	it	False	True	
wär	wär	de	False	True	
llorando	llorando	es	False	True	
ditt	ditt	sv	True	True	
mucho	mucho	es	True	True	
amo	amo	pt	False	True	
ama	ama	tr	True	True	
por	por	es	True	True	
lado	lado	es	False	True	
dart	darte	es	False	True	
moi	moi	fr	True	True	
libr	libre	es	False	True	
leva	leva	pt	False	True	
dare	dare	it	False	True	
wel	wel	nl	False	True	
nu	nu			True	
t	t			True	
morena	morena	pt	False	True	
soy	soy	es	True	True	
nombr	nombre	es	False	True	
naar	naar	nl	True	True	
besser	besser	de	False	True	
lotta	lotta	it	False	True	
hoje	hoje	pt	False	True	
meiner	meiner	de	True	True	
teardrop	teardrops	da	False	True	
är	är			True	
raus	raus	de	False	True	
dicen	dicen	es	False	True	
sido	sido	es	False	True	
quem	quem	pt	True	True	
habe	habe	de	True	True	
nós	nós	pt	True	True	
nosotro	nosotros	es	True	True	
oo	oo			True	
on	on			True	
om	om			True	
ol	ol'	tr	False	True	
oi	oi			True	
oh	oh			True	
og	og			True	
of	of			True	
ob	ob			True	
ow	ow			True	
ou	ou			True	
os	os			True	
or	or			True	
op	op			True	
esser	essere	it	False	True	
amiga	amiga	pt	False	True	
het	het	nl	True	True	
nein	nein	de	False	True	
saudad	saudade	pt	False	True	
lon	l'on	tr	False	True	
hem	hem	nl	True	True	
escapar	escapar	gl		True	
yah	yah	id	False	True	
lang	lang	tl		True	
dormir	dormir	es	False	True	
soledad	soledad	es	False	True	
gibt	gibt	de	False	True	
gore	gore	bs		True	
dolor	dolor	la		True	
agora	agora	pt	False	True	
ohn	ohne	de	True	True	
ab	ab			True	
ad	ad			True	
ai	ai			True	
ah	ah			True	
am	am			True	
al	al			True	
tengo	tengo	es	True	True	
au	au			True	
uit	uit	nl	True	True	
av	av			True	
ay	ay			True	
az	az			True	
coração	coração	pt	False	True	
5	5			True	
vad	vad	sv	True	True	
10	10			True	
domani	domani	it	False	True	
m	m			True	
terra	terra	it	False	True	
mentira	mentira	es	False	True	
sulla	sulla	it	True	True	
lair	l'air	fr	False	True	
mash	mash	ar	False	True	
mentr	mentre	it	False	True	
u	u			True	
liar	liar	id	False	True	
ali	ali	sl		True	
correr	correr	es	False	True	
fuego	fuego	es	False	True	
ciudad	ciudad	es	False	True	
sueño	sueño	es	False	True	
sung	sung	vi		True	
habla	habla	es	False	True	
ty	ty			True	
imma	imma	mt		True	
tu	tu			True	
dieser	dieser	de	True	True	
to	to			True	
ti	ti			True	
kvar	kvar	sv	False	True	
te	te			True	
oss	oss	no	True	True	
ta	ta			True	
faz	faz	pt	False	True	
ninguém	ninguém	pt	False	True	
estaba	estaba	es	True	True	
vert	verte	fr	False	True	
sono	sono	it	True	True	
vera	veras	es	False	True	
fai	fais	fr	False	True	
einmal	einmal	de	True	True	
verd	verde	it	False	True	
ayer	ayer	es	False	True	
gott	gott	sv	False	True	
pueblo	pueblo	es	False	True	
alma	alma	es	False	True	
fatto	fatto	it	False	True	
nossa	nossa	pt	True	True	
sang	sang	vi		True	
lisa	lisa	et		True	
ora	ora	it	False	True	
quun	qu'un	fr	False	True	
tem	tem	pt	True	True	
ten	ten	pl		True	
haar	haar	nl	True	True	
volar	volar	es	False	True	
paso	paso	es	False	True	
vete	vete	sq		True	
ter	ter	pt	False	True	
tes	tes	fr	True	True	
mill	mille	et		True	
nana	nana	ja		True	
sul	sul	it	True	True	
quelqu	quelques	fr	False	True	
sui	suis	fr	True	True	
fleur	fleurs	fr	False	True	
abr	abre	pt	False	True	
sus	sus	es	True	True	
sur	sur	fr	True	True	
ang	ang	tl		True	
jede	jede	de	True	True	
nena	nena	es	False	True	
vale	vale	pt	False	True	
kimi	kimi	az	True	True	
heb	heb	nl	True	True	
aquello	aquellos	es	False	True	
hast	hast	de	False	True	
premier	premier	fr	False	True	
près	près	fr	False	True	
durch	durch	de	True	True	
vez	vez	es	False	True	
hogi	hogy	hu	True	True	
vil	vil	da	True	True	
él	él			True	
és	és			True	
voyag	voyage	fr	False	True	
asi	asi	cs		True	
tutto	tutto	it	True	True	
tutti	tutti	it	True	True	
mort	mort	fr	False	True	
6	6			True	
fr	fr			True	
door	door	nl	True	True	
alltid	alltid	sv	False	True	
mire	mire	hu	False	True	
mira	mira	es	False	True	
askin	askin'	tr	False	True	
komm	komm	de	False	True	
estribillo	estribillo	es	False	True	
mí	mí			True	
eden	eden	tr	False	True	
ça	ça			True	
der	der	de	True	True	
des	des	fr	True	True	
det	det	sv	True	True	
dei	dei	it	True	True	
del	del	es	True	True	
dem	dem	de	True	True	
den	den	de	True	True	
dee	dee	ar	False	True	
enfant	enfants	fr	False	True	
mala	mala	es	False	True	
wieder	wieder	de	True	True	
rua	rua	pt	False	True	
azul	azul	es	False	True	
pone	pone	es	False	True	
voltar	voltar	pt	False	True	
musica	musica	it	False	True	
calma	calma	es	False	True	
vorbei	vorbei	de	False	True	
oye	oye	es	False	True	
eterno	eterno	pt	False	True	
fa	fa			True	
fe	fe			True	
quisiera	quisiera	es	False	True	
fi	fi			True	
maar	maar	nl	True	True	
sehen	sehen	de	False	True	
fo	fo			True	
a	a			True	
kein	kein	de	True	True	
aller	aller	fr	False	True	
minuto	minuto	es	False	True	
paz	paz	es	False	True	
herida	herida	es	False	True	
ding	ding	nl	False	True	
somo	somos	es	True	True	
sere	sere	it	False	True	
pane	pane	it	False	True	
24	24			True	
meinen	meinen	de	True	True	
pens	pense	fr	False	True	
sopra	sopra	it	False	True	
allt	allt	sv	True	True	
pena	pena	pt	False	True	
lontano	lontano	it	False	True	
bout	'bout	fr	False	True	
alter	alter	de	False	True	
yi	yi			True	
ant	antes	es	True	True	
yo	yo			True	
ya	ya			True	
mientra	mientras	es	False	True	
ye	ye			True	
miedo	miedo	es	False	True	
ficar	ficar	pt	False	True	
laiss	laisse	fr	False	True	
dedo	dedos	es	False	True	
musiqu	musique	fr	False	True	
tuoi	tuoi	it	True	True	
2x	(2x)	sv	False	True	
donc	donc	fr	False	True	
vara	vara	sv	True	True	
porta	porta	it	False	True	
toda	toda	es	False	True	
aldrig	aldrig	da	False	True	
todo	todo	es	True	True	
nosso	nosso	pt	True	True	
dónde	dónde	es	False	True	
si	si			True	
7	7			True	
tí	tí			True	
san	sans	fr	False	True	
pum	pum	cy		True	
bald	bald	de	False	True	
pue	pues	es	False	True	
dune	d'une	fr	False	True	
dit	dit	nl	True	True	
será	será	pt	True	True	
dire	dire	fr	False	True	
pasado	pasado	es	False	True	
alt	alt	da	True	True	
so	so			True	
voor	voor	nl	True	True	
deje	dejes	es	False	True	
w	w			True	
dejo	dejo	es	False	True	
bonito	bonito	pt	False	True	
dont	dont	fr	False	True	
hopin	hopin'	sq		True	
nach	nach	de	True	True	
cada	cada	es	False	True	
dond	donde	es	True	True	
dong	dong	vi		True	
donn	donne	it	False	True	
passer	passer	fr	False	True	
kom	kom	sv	False	True	
nome	nome	pt	False	True	
avec	avec	fr	True	True	
mont	monte	it	False	True	
contra	contra	es	True	True	
robe	robe	fr	False	True	
jeg	jeg	no	True	True	
ze	ze			True	
mama	mama	zh-CN		True	
jen	j'en	fr	False	True	
pare	pare	ro	False	True	
parc	parce	fr	False	True	
para	para	es	True	True	
