stem	word_m	lang_GT_API	stopword
batter	battered	en	False
tunnel	tunnel	en	False
steve	steve	en	False
mieux	mieux	fr	False
weh	weh	de	False
standin	standin'	ku	
thigh	thighs	en	False
movi	movie	en	False
move	move	en	False
galaxi	galaxy	en	False
desper	desperate	en	False
pine	pine	en	False
dial	dial	en	False
volta	volta	it	False
hunter	hunter	en	False
stride	stride	en	False
bunch	bunch	en	False
perfect	perfect	en	False
siehst	siehst	de	False
le	le		
outer	outer	en	False
till	till	sv	True
chosen	chosen	en	False
lo	lo		
ll	ll		
fue	fue	es	True
lamp	lamp	en	False
li	li		
mek	mek	ar	False
muert	muerte	es	False
når	når	no	True
puerta	puerta	es	False
llega	llega	es	False
decad	decade	en	False
bye	bye	en	False
filthi	filthy	en	False
jukebox	jukebox	en	False
dad	dad	en	False
nadi	nadie	es	False
dag	dag	sv	False
crash	crash	en	False
sword	sword	en	False
dal	dal	it	True
dam	dam	en	False
dan	dans	fr	True
spell	spell	en	False
dah	dah	ms	
cover	cover	en	False
flew	flew	en	False
dat	dat	nl	True
mention	mention	en	False
doch	doch	de	True
autr	autre	fr	False
snake	snake	en	False
dar	dar	ro	True
gritar	gritar	es	False
front	front	en	False
scatter	scattered	en	False
surviv	survive	en	False
cage	cage	en	False
day	day	en	False
strive	strive	en	False
billi	billy	en	False
somewher	somewhere	en	False
thrill	thrill	en	False
anyth	anything	en	False
feast	feast	en	False
morir	morir	es	False
poetri	poetry	en	False
slide	slide	en	False
polit	politics	en	False
truth	truth	en	False
shirt	shirt	en	False
kommt	kommt	de	False
beneath	beneath	en	False
sil	s'il	fr	False
modo	modo	it	False
skate	skate	en	False
unwind	unwind	en	False
oui	oui	fr	False
tot	tot	nl	True
bueno	bueno	es	False
knive	knives	en	False
vien	viene	it	False
über	über	de	True
bump	bump	en	False
cett	cette	fr	False
buena	buena	es	False
product	product	en	False
consum	consume	en	False
leavin	leavin'	en	False
static	static	en	False
tien	tiene	es	True
bay	bay	en	False
sexual	sexual	en	False
wander	wander	en	False
special	special	en	False
falta	falta	es	False
sient	siente	es	True
rey	rey	es	False
attend	attend	en	False
sentiment	sentimental	en	False
bag	bag	en	False
defend	defend	en	False
tuyo	tuyo	es	True
från	från	sv	True
así	así	es	False
werden	werden	de	True
venom	venom	en	False
mate	mate	en	False
distract	distraction	en	False
cest	c'est	fr	False
sever	severed	en	False
mata	mata	id	False
pledg	pledge	en	False
wick	wicked	en	False
charli	charlie	en	False
contigo	contigo	es	False
defens	defense	en	False
red	red	en	False
obsess	obsession	en	False
afford	afford	en	False
franc	france	en	False
shut	shut	en	False
await	awaits	en	False
insid	inside	en	False
southern	southern	en	False
cambia	cambia	es	False
tempo	tempo	it	False
templ	temple	en	False
où	où		
que	que	es	True
york	york	en	False
x	x		
viejo	viejo	es	False
anyhow	anyhow	en	False
molli	molly	en	False
bleed	bleed	en	False
camino	camino	es	False
demai	demais	pt	False
etern	eternal	en	False
river	river	en	False
yard	yard	en	False
deserv	deserve	en	False
lone	lonely	en	False
guarante	guaranteed	en	False
enchant	enchanted	en	False
could	could	en	False
doy	doy	es	False
keep	keep	en	False
scari	scary	en	False
frent	frente	es	False
shred	shreds	en	False
chaqu	chaque	fr	False
outsid	outside	en	False
mortal	mortal	en	False
jam	jam	id	False
scare	scared	en	False
south	south	en	False
mankind	mankind	en	False
frozen	frozen	en	False
blown	blown	en	False
ihr	ihr	de	True
seu	seu	pt	True
sack	sack	en	False
echo	echo	en	False
date	date	en	False
dautr	d'autres	fr	False
ihn	ihn	de	True
bitch	bitch	en	False
vielä	vielä	fi	False
ihm	ihm	de	True
digniti	dignity	en	False
ses	ses	fr	True
scent	scent	en	False
jamá	jamás	es	False
fella	fellas	en	False
booti	booty	en	False
long	long	en	False
glisten	glisten	en	False
los	los	es	True
unknown	unknown	en	False
habit	habit	en	False
realidad	realidad	es	False
tribe	tribe	en	False
messag	message	en	False
mal	mal	de	False
their	their	en	True
attack	attack	en	False
definit	definitely	en	False
ruin	ruin	en	False
termin	terminal	en	False
espejo	espejo	es	False
perché	perché	it	True
final	finally	en	False
boil	boiling	en	False
misunderstood	misunderstood	en	False
negra	negra	es	False
shell	shell	en	False
stomach	stomach	en	False
gear	gear	en	False
big	big	en	False
jesus	jesus	en	False
einem	einem	de	True
punish	punishment	en	False
quando	quando	pt	True
shallow	shallow	en	False
negro	negro	es	False
biggest	biggest	en	False
maze	maze	en	False
sex	sex	en	False
herself	herself	en	True
shorti	shorty	en	False
blind	blind	en	False
practic	practice	en	False
steel	steel	en	False
nun	nun	de	True
photograph	photograph	en	False
bei	bei	de	True
ben	ben	zh-CN	
tangl	tangled	en	False
bem	bem	pt	False
rendezv	rendezvous	en	False
bother	bother	en	False
beg	beg	ku	
bed	bed	en	False
bee	bee	en	False
claim	claim	en	False
dai	dai	ja	
llevar	llevar	es	False
padr	padre	es	False
kissin	kissin'	fi	False
becom	become	en	False
lover	lover	en	False
pedir	pedir	es	False
bare	bare	no	True
rate	rate	en	False
penetr	penetrate	en	False
steer	steer	en	False
perchè	perchè	it	False
tango	tango	en	False
inna	inna	pl	
clip	clip	en	False
terribl	terrible	en	False
journey	journey	en	False
niña	niña	es	False
acabar	acabar	pt	False
sonho	sonho	pt	False
voce	voce	it	False
crucifi	crucified	en	False
corrupt	corruption	en	False
oughta	oughta	en	False
blir	blir	no	True
faut	faut	fr	False
rollin	rollin'	en	False
have	have	en	True
sen	sen	fi	True
throat	throat	en	False
madr	madre	es	False
loos	loose	en	False
yuh	yuh	en	False
border	border	en	False
sem	sem	is	
shes	shes	en	False
q	q		
bastard	bastard	en	False
mij	mij	nl	True
mim	mim	pt	False
mil	mil	es	False
mio	mio	it	True
min	min	ku	
mia	mia	it	True
respirar	respirar	es	False
mic	mic	ro	False
expos	exposed	en	False
mie	mie	it	True
you’r	you’re	en	False
mig	mig	sv	True
einfach	einfach	de	False
cuatro	cuatro	es	False
mix	mix	en	False
unawar	unaware	en	False
aujourdhui	aujourd'hui	fr	False
which	which	en	True
lindo	lindo	pt	False
truck	truck	en	False
mis	mis	et	
mir	mir	de	True
mit	mit	de	True
singl	single	en	False
vaya	vaya	es	False
lugar	lugar	es	False
tonight	tonight	en	False
unless	unless	en	False
limb	limbs	en	False
combat	combat	en	False
mut	mut	fi	False
raindrop	raindrops	en	False
muev	mueve	es	False
who	who	en	True
salli	sally	en	False
whi	why	en	True
discov	discover	en	False
presid	president	en	False
hound	hound	en	False
fragment	fragments	en	False
hiphop	hip-hop	en	False
satan	satan	en	False
eight	eight	en	False
but	but	en	True
nous	nous	fr	True
tranc	trance	en	False
class	class	en	False
outro	outro	pt	False
landscap	landscape	en	False
stare	stare	ro	False
prove	prove	en	False
stereo	stereo	en	False
urg	urge	en	False
están	están	es	True
skinni	skinny	en	False
gather	gather	en	False
stronger	stronger	en	False
sunris	sunrise	en	False
enää	enää	fi	False
denk	denk	nl	False
deni	deny	en	False
fiel	fiel	de	False
denn	denn	de	True
aquí	aquí	es	False
luci	lucy	en	False
hardcor	hardcore	en	False
coffe	coffee	en	False
wow	wow	en	False
fact	fact	en	False
bell	bells	en	False
affair	affair	en	False
juego	juego	es	False
dijo	dijo	es	False
entertain	entertain	en	False
frighten	frightened	en	False
weiter	weiter	de	True
mich	mich	de	True
anyway	anyway	en	False
dije	dije	es	False
brother	brother	en	False
más	más	es	True
bring	bring	en	False
passo	passo	pt	False
niet	niet	nl	True
empir	empire	en	False
bedroom	bedroom	en	False
slippin	slippin'	en	False
chicken	chicken	en	False
darkest	darkest	en	False
texa	texas	en	False
passa	passa	pt	False
leg	legs	en	False
duck	duck	en	False
junto	junto	es	False
noit	noite	pt	False
ha	ha		
noir	noir	fr	False
histoir	histoire	fr	False
tire	tired	en	False
blowin	blowin'	en	False
illus	illusion	en	False
winner	winner	en	False
jar	jar	en	False
forev	forever	en	False
should	should	en	True
brighter	brighter	en	False
envi	envy	en	False
regga	reggae	en	False
suppos	supposed	en	False
jak	jak	pl	
tudo	tudo	pt	False
pensar	pensar	es	False
fuel	fuel	en	False
jag	jag	sv	True
piano	piano	it	False
local	local	en	False
hope	hope	en	False
meant	meant	en	False
workin	workin'	en	False
satisfact	satisfaction	en	False
vill	vill	sv	False
familiar	familiar	en	False
dope	dope	en	False
disagre	disagree	en	False
ko	ko		
fora	fora	pt	True
beam	beam	en	False
bean	beans	en	False
rumbl	rumble	en	False
redeem	redeemed	en	False
tierra	tierra	es	False
ira	ira	es	False
increas	increase	en	False
leben	leben	de	False
sos	sos	es	False
lucki	lucky	en	False
endless	endless	en	False
gray	gray	en	False
viel	viel	de	True
cha	cha	sw	
organ	organ	en	False
h	h		
possibl	possible	en	False
lala	lala	so	
state	state	en	False
crow	crow	en	False
partir	partir	fr	False
sha	sha	zh-CN	
stuff	stuff	en	False
she	she	en	True
gran	gran	es	False
contain	contain	en	False
shi	shy	en	False
rein	rein	de	False
watchin	watchin'	en	False
hei	hei	mi	
view	view	en	False
toe	toes	en	False
perdido	perdido	es	False
solo	solo	it	False
prais	praise	en	False
bucket	bucket	en	False
frame	frame	en	False
pitch	pitch	en	False
apolog	apologize	en	False
dalla	dalla	it	True
disgust	disgust	en	False
powder	powder	en	False
stack	stack	en	False
joue	joue	fr	False
jeden	jeden	de	True
closer	closer	en	False
contempl	contemplate	en	False
sehr	sehr	de	True
wire	wire	en	False
closet	closet	en	False
pui	puis	fr	False
despu	despues	es	False
nuclear	nuclear	en	False
luz	luz	es	False
cruel	cruel	en	False
tend	tend	en	False
favor	favor	es	False
sublim	sublime	en	False
proof	proof	en	False
chemin	chemin	fr	False
destini	destiny	en	False
spare	spare	en	False
progress	progress	en	False
neither	neither	en	False
lip	lips	en	False
même	même	fr	True
junki	junkie	en	False
bought	bought	en	False
wollen	wollen	de	True
pipe	pipe	en	False
jos	jos	fi	True
adió	adiós	es	False
jou	jou	af	
merri	merry	en	False
amen	amen	en	False
joy	joy	en	False
sorrow	sorrow	en	False
notion	notion	en	False
där	där	sv	True
então	então	pt	False
entir	entire	en	False
joe	joe	en	False
key	key	en	False
disconnect	disconnected	en	False
precious	precious	en	False
souvenir	souvenirs	fr	False
swift	swift	en	False
qual	qual	pt	True
david	david	en	False
revers	reverse	en	False
drum	drum	en	False
ett	ett	sv	True
weav	weave	en	False
joke	joke	en	False
despierto	despierto	es	False
la	la		
equal	equal	en	False
drug	drugs	en	False
display	display	en	False
april	april	en	False
doorway	doorway	en	False
succeed	succeed	en	False
grain	grain	en	False
puls	pulse	en	False
passag	passage	en	False
ami	ami	hu	True
swallow	swallow	en	False
darker	darker	en	False
afraid	afraid	en	False
glorious	glorious	en	False
aye	aye	en	False
comment	comment	en	False
vent	vent	fr	False
ci	ci		
jim	jim	en	False
co	co		
author	authority	en	False
wall	wall	en	False
ca	ca		
alla	alla	it	True
bis	bis	de	True
makin	makin'	id	False
ce	ce		
walk	walk	en	False
reborn	reborn	en	False
solv	solve	en	False
laugh	laugh	en	False
cousin	cousin	en	False
respect	respect	en	False
oer	o'er	no	False
cansado	cansado	es	False
veux	veux	fr	False
amigo	amigo	pt	False
quit	quite	en	False
revolut	revolution	en	False
slowli	slowly	en	False
tread	tread	en	False
quis	quise	es	False
maid	maid	en	False
entend	entender	pt	False
hoe	hoes	nl	False
cent	cent	en	False
très	très	fr	False
willi	willie	en	False
center	center	en	False
gaze	gaze	ro	False
besid	beside	en	False
treat	treat	en	False
motherfuck	motherfucker	en	False
tv	tv		
poet	poet	en	False
quil	qu'il	fr	False
feather	feather	en	False
kitchen	kitchen	en	False
cheek	cheek	en	False
mike	mike	en	False
circus	circus	en	False
nickel	nickel	en	False
treasur	treasure	en	False
vom	vom	de	True
presenc	presence	en	False
face	face	en	False
protect	protect	en	False
meus	meus	pt	True
señor	señor	es	False
siamo	siamo	it	True
hmm	hmm	en	False
lass	lass	de	False
mundo	mundo	es	False
bull	bull	en	False
ador	adore	fr	False
general	general	en	False
present	present	en	False
questa	questa	it	True
brauch	brauch	de	False
holiday	holiday	en	False
heut	heute	de	False
comput	computer	en	False
plain	plain	en	False
harder	harder	en	False
as	as		
will	will	en	True
defin	define	en	False
ar	ar		
facil	facile	fr	False
decept	deception	en	False
wild	wild	en	False
ku	ku		
scene	scene	en	False
observ	observe	en	False
déjà	déjà	fr	False
va	va		
coz	coz	en	False
droit	droit	fr	False
ve	ve		
locura	locura	es	False
fondo	fondo	es	False
almost	almost	en	False
vi	vi		
blood	blood	en	False
cultur	culture	en	False
morgen	morgen	de	False
fruit	fruit	en	False
lust	lust	de	False
girlfriend	girlfriend	en	False
lune	lune	fr	False
motiv	motivation	en	False
vu	vu		
raison	raison	fr	False
thug	thug	en	False
partner	partner	en	False
clone	clone	en	False
mesmo	mesmo	pt	True
whore	whore	en	False
halt	halt	de	False
tattoo	tattoo	en	False
uniti	unity	en	False
denial	denial	en	False
tas	t'as	en	False
welcom	welcome	en	False
parti	party	en	False
began	began	en	False
headlight	headlights	en	False
satisfi	satisfied	en	False
cross	cross	en	False
piu	piu'	it	False
handl	handle	en	False
cope	cope	en	False
dentro	dentro	es	False
auto	auto	en	False
underground	underground	en	False
easi	easy	en	False
about	about	en	True
cream	cream	en	False
nada	nada	es	True
womb	womb	en	False
tiempo	tiempo	es	False
ball	ball	en	False
slave	slave	en	False
siempr	siempre	es	False
dusk	dusk	en	False
pein	peine	fr	False
comprend	comprender	es	False
tenga	tenga	es	True
drink	drink	en	False
upon	upon	en	False
effect	effect	en	False
cétait	c'était	fr	False
romeo	romeo	en	False
beast	beast	en	False
vuelva	vuelvas	es	False
issu	issue	en	False
collid	collide	en	False
dust	dust	en	False
cigarett	cigarette	en	False
pourquoi	pourquoi	fr	False
nation	nation	en	False
judgment	judgment	en	False
killer	killer	en	False
vuelvo	vuelvo	es	False
curv	curve	en	False
gutter	gutter	no	False
off	off	en	True
destino	destino	es	False
i	i		
shotgun	shotgun	en	False
colour	colour	en	False
knowledg	knowledge	en	False
well	well	en	False
messiah	messiah	en	False
thought	thought	en	False
vet	vet	sv	False
1	1		
welt	welt	de	False
oft	oft	de	False
choos	choose	en	False
senza	senza	it	False
uno	uno	es	True
knight	knight	en	False
latest	latest	en	False
ny	n'y	es	False
distanc	distance	en	False
kiss	kiss	en	False
rocket	rocket	en	False
less	less	en	False
penso	penso	it	False
das	das	de	True
weekend	weekend	en	False
yall	y'all	es	False
mistaken	mistaken	en	False
gun	gun	en	False
momento	momento	es	False
já	já		
perdu	perdu	fr	False
tone	tone	en	False
paul	paul	en	False
glue	glue	en	False
papel	papel	es	False
distress	distress	en	False
web	web	en	False
quiero	quiero	es	False
weg	weg	de	True
wee	wee	en	False
devast	devastation	en	False
fellow	fellow	en	False
flee	flee	en	False
vida	vida	es	False
drunk	drunk	en	False
sky	sky	en	False
quiera	quiera	es	False
vide	vide	fr	False
bullshit	bullshit	en	False
drew	drew	en	False
wer	wer	de	False
add	add	en	False
other	other	en	True
generat	generation	en	False
halo	halo	ar	False
crack	crack	en	False
ohhh	ohhh	en	False
ley	ley	es	False
ought	ought	en	False
match	match	en	False
sich	sich	de	True
piel	piel	es	False
livin	livin'	en	False
fate	fate	en	False
rêves	rêves	fr	False
admit	admit	en	False
haut	haut	fr	False
piec	piece	en	False
llena	llena	es	False
historia	historia	es	False
cruz	cruz	es	False
ein	ein	de	True
five	five	en	False
know	know	en	False
unseen	unseen	en	False
desd	desde	es	True
paura	paura	it	False
realis	realise	fr	False
tick	tick	en	False
infierno	infierno	es	False
betti	betty	en	False
loss	loss	en	False
like	like	en	False
lost	lost	en	False
incred	incredible	en	False
bibl	bible	en	False
corpor	corporate	en	False
clown	clown	en	False
bark	bark	en	False
chica	chica	es	False
cantando	cantando	es	False
heed	heed	en	False
lose	lose	en	False
chick	chick	en	False
juic	juice	en	False
soft	soft	en	False
page	page	en	False
candi	candy	en	False
taim	t'aime	fr	False
shed	shed	en	False
nigga	nigga	en	False
pleur	pleure	fr	False
captur	captured	en	False
mua	mua	vi	
matin	matin	fr	False
thief	thief	en	False
hail	hail	en	False
recuerdo	recuerdo	es	False
hair	hair	en	False
homm	homme	fr	False
daylight	daylight	en	False
får	får	sv	False
reviv	revive	en	False
homi	homie	en	False
dizer	dizer	pt	False
proper	proper	en	False
home	home	en	False
motivo	motivo	es	False
blade	blade	en	False
thiev	thieves	en	False
vraiment	vraiment	fr	False
guid	guide	en	False
ess	esse	pt	True
bet	bet	lt	
lead	lead	en	False
zwei	zwei	de	False
broad	broad	en	False
avoid	avoid	en	False
lean	lean	en	False
thank	thank	en	False
chapter	chapter	en	False
leap	leap	en	False
fountain	fountain	en	False
passion	passion	en	False
settl	settle	en	False
esa	esa	es	True
leau	l'eau	fr	False
eso	eso	es	True
hunger	hunger	en	False
behav	behave	en	False
nake	naked	en	False
leader	leader	en	False
pued	puede	es	False
trap	trapped	en	False
birthday	birthday	en	False
peau	peau	fr	False
puedo	puedo	es	False
obey	obey	en	False
worthi	worthy	en	False
pueda	pueda	es	False
ident	identity	en	False
bathroom	bathroom	en	False
slut	slut	sv	False
parasit	parasite	en	False
singin	singin'	en	False
forgiv	forgive	en	False
glori	glory	en	False
although	although	en	False
instinct	instinct	en	False
despué	después	es	False
llama	llama	es	False
vengeanc	vengeance	en	False
swept	swept	en	False
stage	stage	en	False
throne	throne	en	False
cuerpo	cuerpo	es	False
sister	sister	en	False
quarter	quarter	en	False
rare	rare	en	False
knowin	knowin'	en	False
linger	linger	en	False
justic	justice	en	False
freedom	freedom	en	False
waist	waist	en	False
mä	mä		
cleans	cleanse	en	False
thirti	thirty	en	False
courag	courage	en	False
chrome	chrome	en	False
fear	fear	en	False
swear	swear	en	False
hier	hier	de	True
sweat	sweat	en	False
avenu	avenue	en	False
fals	false	en	False
toma	toma	es	False
tomb	tomb	en	False
diablo	diablo	en	False
kann	kann	de	True
own	own	en	True
absolut	absolutely	en	False
societi	society	en	False
owe	owe	en	False
tight	tight	en	False
tortur	torture	en	False
perman	permanent	en	False
automat	automatic	en	False
luna	luna	ro	False
weather	weather	en	False
lung	lungs	en	False
brush	brush	en	False
awhil	awhile	en	False
tristeza	tristeza	es	False
kinda	kinda	en	False
pussi	pussy	en	False
dug	dug	en	False
mere	mere	da	False
invad	invade	en	False
wollt	wollte	de	True
mississippi	mississippi	en	False
vai	vai	lv	
van	van	nl	True
saben	saben	es	False
crave	crave	en	False
pictur	picture	en	False
personn	personne	fr	False
esperando	esperando	es	False
aan	aan	nl	True
spiral	spiral	en	False
feat	(feat.	en	False
threat	threat	en	False
appl	apple	en	False
tun	tun	de	False
inner	inner	en	False
también	también	es	True
ed	ed		
var	var	sv	True
vas	vas	sl	
quanto	quanto	it	True
stai	stai	it	True
mijn	mijn	nl	True
buy	buy	en	False
north	north	en	False
noel	noel	en	False
innoc	innocent	en	False
tocar	tocar	es	False
bus	bus	en	False
brand	brand	en	False
deja	deja	es	False
wed	wedding	en	False
continu	continue	en	False
llevo	llevo	es	False
			
hi	hi		
ho	ho		
nut	nuts	en	False
whistl	whistle	en	False
grate	grateful	en	False
jai	j'ai	fr	False
eas	ease	en	False
ear	ears	en	False
eat	eat	en	False
wherev	wherever	en	False
he	he		
count	count	en	False
selfish	selfish	en	False
cu	cu		
made	made	en	False
wise	wise	en	False
temp	temps	fr	False
seit	seit	de	False
whether	whether	en	False
wish	wish	en	False
j	j		
smooth	smooth	en	False
flip	flip	en	False
troubl	trouble	en	False
whoa	whoa	en	False
record	record	en	False
below	below	en	True
belov	beloved	en	False
limit	limit	en	False
hesit	hesitate	en	False
beau	beau	fr	False
cake	cake	en	False
quizá	quizás	es	False
problem	problem	en	False
sein	sein	de	True
duro	duro	es	False
cmon	c'mon	fr	False
pin	pin	en	False
int	inte	sv	True
whisper	whisper	en	False
dure	during	en	True
gira	gira	es	False
pie	pie	lv	
dura	dura	es	False
pig	pig	en	False
twist	twist	en	False
cap	cap	ca	
jenni	jenny	en	False
mejor	mejor	es	False
ink	ink	en	False
manchmal	manchmal	de	False
penni	penny	en	False
pit	pit	en	False
happen	happen	en	False
beckon	beckon	en	False
alegria	alegria	pt	False
groov	groove	en	False
coisa	coisa	pt	False
lalala	lalala	id	False
menschen	menschen	de	False
seul	seul	fr	False
boot	boots	en	False
cave	cave	en	False
40	40		
saviour	saviour	en	False
book	book	en	False
seus	seus	pt	True
futur	future	en	False
sick	sick	en	False
niemal	niemals	de	False
behold	behold	en	False
out	out	en	True
talkin	talkin'	en	False
reckless	reckless	en	False
adam	adam	en	False
fiesta	fiesta	es	False
genau	genau	de	False
junk	junk	en	False
repeat	repeat	en	False
star	stars	en	False
monday	monday	en	False
grito	grito	es	False
vega	vegas	en	False
june	june	en	False
jung	junge	de	False
guardo	guardo	it	False
reput	reputation	en	False
unser	unsere	de	True
stab	stab	en	False
attempt	attempt	en	False
ese	ese	es	True
throughout	throughout	en	False
basement	basement	en	False
veil	veil	en	False
humbl	humble	en	False
vein	veins	en	False
goin	goin'	en	False
ghost	ghost	en	False
–	–		
sólo	sólo	es	False
4x	(4x)	ar	False
pode	pode	pt	False
aún	aún	es	False
jewel	jewels	en	False
sarà	sarà	it	True
rule	rules	en	False
paranoia	paranoia	en	False
vuoi	vuoi	it	False
fifti	fifty	en	False
raven	raven	en	False
là	là		
lá	lá		
allein	allein	de	False
yell	yell	en	False
at	at		
confess	confess	en	False
sincer	sincere	en	False
richard	richard	en	False
