stem,word_m,lang_GT_API,stopword,remove?,remove_class,pos
obvious,obvious,en,False,False,,adj.
thin,thin,en,False,False,,adj.
island,island,en,False,False,,n.
shook,shook,en,False,False,,v.
meet,meet,en,False,False,,v.
coffin,coffin,en,False,False,,n.
aliv,alive,en,False,False,,adj.
masquerad,masquerade,en,False,False,,n.
tap,tap,en,False,False,,n.
pawn,pawn,en,False,False,,n.
plate,plate,en,False,False,,n.
process,process,en,False,False,,n.
lock,locked,en,False,False,,v.
high,high,en,False,False,,adj.
vultur,vultures,en,False,False,,v.
tag,tag,en,False,False,,n.
slip,slip,en,False,False,,n.
martyr,martyr,en,False,False,,n.
skirt,skirt,en,False,False,,n.
crimin,criminal,en,False,False,,adj.
rape,rape,en,False,False,,n.
lamb,lamb,en,False,False,,n.
surfac,surface,en,False,False,,n.
sip,sip,en,False,False,,n.
sit,sit,en,False,False,,v.
vibe,vibe,en,False,False,,n.
six,six,en,False,False,,n.
forest,forest,en,False,False,,n.
dissolv,dissolve,en,False,False,,n.
instead,instead,en,False,False,,adv.
panic,panic,en,False,False,,n.
stock,stock,en,False,False,,n.
altar,altar,en,False,False,,n.
inhal,inhale,en,False,False,,n.
sir,sir,en,False,False,,n.
farm,farm,en,False,False,,n.
stop,stop,en,False,False,,v.
act,act,en,False,False,,n.
paralyz,paralyzed,en,False,False,,v.
canât,canât,en,False,False,,n.
wrist,wrist,en,False,False,,n.
attent,attention,en,False,False,,n.
ceil,ceiling,en,False,False,,n.
industri,industry,en,False,False,,n.
physic,physical,en,False,False,,adj.
somethin,something,en,False,False,,
assassin,assassin,en,False,False,,n.
bind,bind,en,False,False,,n.
lame,lame,en,False,False,,v.
robot,robot,en,False,False,,n.
element,elements,en,False,False,,n.
allow,allow,en,False,False,,v.
batter,battered,en,False,False,,v.
tunnel,tunnel,en,False,False,,n.
steve,steve,en,False,False,,n.
thigh,thighs,en,False,False,,v.
movi,movie,en,False,False,,n.
move,move,en,False,False,,n.
galaxi,galaxy,en,False,False,,n.
desper,desperate,en,False,False,,adj.
pine,pine,en,False,False,,n.
dial,dial,en,False,False,,n.
hunter,hunter,en,False,False,,n.
stride,stride,en,False,False,,n.
bunch,bunch,en,False,False,,n.
perfect,perfect,en,False,False,,adj.
outer,outer,en,False,False,,adj.
chosen,chosen,en,False,False,,v.
lamp,lamp,en,False,False,,n.
decad,decade,en,False,False,,n.
bye,bye,en,False,False,,n.
filthi,filthy,en,False,False,,adj.
jukebox,jukebox,en,False,False,,n.
dad,dad,en,False,False,,n.
crash,crash,en,False,False,,n.
sword,sword,en,False,False,,n.
dam,dam,en,False,False,,n.
spell,spell,en,False,False,,v.
cover,cover,en,False,False,,n.
flew,flew,en,False,False,,v.
mention,mention,en,False,False,,n.
snake,snake,en,False,False,,n.
front,front,en,False,False,,n.
scatter,scattered,en,False,False,,v.
surviv,survive,en,False,False,,v.
cage,cage,en,False,False,,n.
day,day,en,False,False,,n.
strive,strive,en,False,False,,n.
billi,billy,en,False,False,,adv.
somewher,somewhere,en,False,False,,adv.
thrill,thrill,en,False,False,,n.
anyth,anything,en,False,False,,
feast,feast,en,False,False,,n.
poetri,poetry,en,False,False,,n.
slide,slide,en,False,False,,n.
polit,politics,en,False,False,,n.
truth,truth,en,False,False,,n.
shirt,shirt,en,False,False,,n.
beneath,beneath,en,False,False,,
skate,skate,en,False,False,,v.
unwind,unwind,en,False,False,,n.
knive,knives,en,False,False,,v.
bump,bump,en,False,False,,n.
product,product,en,False,False,,n.
consum,consume,en,False,False,,v.
leavin,,en,False,False,,
static,static,en,False,False,,adj.
bay,bay,en,False,False,,n.
sexual,sexual,en,False,False,,adj.
wander,wander,en,False,False,,n.
special,special,en,False,False,,adj.
attend,attend,en,False,False,,v.
sentiment,sentimental,en,False,False,,adj.
bag,bag,en,False,False,,n.
defend,defend,en,False,False,,v.
venom,venom,en,False,False,,n.
mate,mate,en,False,False,,n.
distract,distraction,en,False,False,,n.
sever,severed,en,False,False,,v.
pledg,pledge,en,False,False,,n.
wick,wicked,en,False,False,,n.
charli,charlie,en,False,False,,n.
defens,defense,en,False,False,,n.
red,red,en,False,False,,n.
obsess,obsession,en,False,False,,n.
afford,afford,en,False,False,,v.
franc,france,en,False,False,,n.
shut,shut,en,False,False,,n.
await,awaits,en,False,False,,v.
insid,inside,en,False,False,,
southern,southern,en,False,False,,adj.
templ,temple,en,False,False,,n.
york,york,en,False,False,,n.
anyhow,anyhow,en,False,False,,adv.
molli,molly,en,False,False,,adv.
bleed,bleed,en,False,False,,v.
etern,eternal,en,False,False,,adj.
river,river,en,False,False,,n.
yard,yard,en,False,False,,n.
deserv,deserve,en,False,False,,v.
lone,lonely,en,False,False,,adj.
guarante,guaranteed,en,False,False,,v.
enchant,enchanted,en,False,False,,adj.
could,could,en,False,False,,v.
keep,keep,en,False,False,,v.
scari,scary,en,False,False,,adj.
shred,shreds,en,False,False,,n.
outsid,outside,en,False,False,,
mortal,mortal,en,False,False,,n.
scare,scared,en,False,False,,v.
south,south,en,False,False,,n.
mankind,mankind,en,False,False,,n.
frozen,frozen,en,False,False,,adj.
blown,blown,en,False,False,,v.
sack,sack,en,False,False,,n.
echo,echo,en,False,False,,n.
date,date,en,False,False,,n.
bitch,bitch,en,False,False,,n.
digniti,dignity,en,False,False,,n.
scent,scent,en,False,False,,n.
fella,fellas,en,False,False,,n.
booti,booty,en,False,False,,n.
long,long,en,False,False,,adv.
glisten,glisten,en,False,False,,v.
unknown,unknown,en,False,False,,adj.
habit,habit,en,False,False,,n.
tribe,tribe,en,False,False,,n.
messag,message,en,False,False,,n.
their,their,en,True,True,nltk_sw,
attack,attack,en,False,False,,n.
definit,definitely,en,False,False,,adv.
ruin,ruin,en,False,False,,n.
termin,terminal,en,False,False,,n.
final,finally,en,False,False,,adv.
boil,boiling,en,False,False,,v.
misunderstood,misunderstood,en,False,False,,n.
shell,shell,en,False,False,,n.
stomach,stomach,en,False,False,,n.
gear,gear,en,False,False,,n.
big,big,en,False,False,,adj.
jesus,jesus,en,False,False,,n.
punish,punishment,en,False,False,,n.
shallow,shallow,en,False,False,,adj.
biggest,biggest,en,False,False,,adj.
maze,maze,en,False,False,,n.
sex,sex,en,False,False,,n.
herself,herself,en,True,True,nltk_sw,
shorti,shorty,en,False,False,,n.
blind,blind,en,False,False,,adj.
practic,practice,en,False,False,,n.
steel,steel,en,False,False,,n.
photograph,photograph,en,False,False,,n.
tangl,tangled,en,False,False,,v.
rendezv,rendezvous,en,False,False,,n.
bother,bother,en,False,False,,n.
bed,bed,en,False,False,,n.
bee,bee,en,False,False,,n.
claim,claim,en,False,False,,n.
becom,become,en,False,False,,v.
lover,lover,en,False,False,,n.
rate,rate,en,False,False,,n.
penetr,penetrate,en,False,False,,n.
steer,steer,en,False,False,,n.
tango,tango,en,False,False,,n.
clip,clip,en,False,False,,v.
terribl,terrible,en,False,False,,adj.
journey,journey,en,False,False,,n.
crucifi,crucified,en,False,False,,v.
corrupt,corruption,en,False,False,,n.
oughta,oughta,en,False,False,,n.
rollin,rolling,en,False,False,,n.
have,have,en,True,True,nltk_sw,
throat,throat,en,False,False,,n.
loos,loose,en,False,False,,adj.
yuh,yuh,en,False,False,,n.
border,border,en,False,False,,n.
shes,shes,en,False,False,,
bastard,bastard,en,False,False,,n.
expos,exposed,en,False,False,,v.
you’r,you’re,en,False,False,,
mix,mix,en,False,False,,v.
unawar,unaware,en,False,False,,n.
which,which,en,True,True,nltk_sw,
truck,truck,en,False,False,,n.
singl,single,en,False,False,,adj.
tonight,tonight,en,False,False,,n.
unless,unless,en,False,False,,
limb,limbs,en,False,False,,n.
combat,combat,en,False,False,,n.
raindrop,raindrops,en,False,False,,v.
who,who,en,True,True,nltk_sw,
salli,sally,en,False,False,,adv.
whi,why,en,True,True,nltk_sw,adv.
discov,discover,en,False,False,,v.
presid,president,en,False,False,,n.
hound,hound,en,False,False,,n.
fragment,fragments,en,False,False,,n.
hiphop,hip-hop,en,False,False,,
satan,satan,en,False,False,,n.
eight,eight,en,False,False,,n.
but,but,en,True,True,nltk_sw,
tranc,trance,en,False,False,,n.
class,class,en,False,False,,n.
landscap,landscape,en,False,False,,n.
prove,prove,en,False,False,,v.
stereo,stereo,en,False,False,,n.
urg,urge,en,False,False,,v.
skinni,skinny,en,False,False,,n.
gather,gather,en,False,False,,n.
stronger,stronger,en,False,False,,adj.
sunris,sunrise,en,False,False,,n.
deni,deny,en,False,False,,n.
luci,lucy,en,False,False,,n.
hardcor,hardcore,en,False,False,,n.
coffe,coffee,en,False,False,,n.
wow,wow,en,False,False,,
fact,fact,en,False,False,,n.
bell,bells,en,False,False,,n.
affair,affair,en,False,False,,n.
entertain,entertain,en,False,False,,n.
frighten,frightened,en,False,False,,v.
anyway,anyway,en,False,False,,adv.
brother,brother,en,False,False,,n.
bring,bring,en,False,False,,v.
empir,empire,en,False,False,,n.
bedroom,bedroom,en,False,False,,n.
slippin,slipping,en,False,False,,v.
chicken,chicken,en,False,False,,n.
darkest,darkest,en,False,False,,adj.
texa,texas,en,False,False,,n.
leg,legs,en,False,False,,n.
duck,duck,en,False,False,,n.
tire,tired,en,False,False,,v.
blowin,blowing,en,False,False,,v.
illus,illusion,en,False,False,,n.
winner,winner,en,False,False,,n.
jar,jar,en,False,False,,n.
forev,forever,en,False,False,,adv.
should,should,en,True,True,nltk_sw,v.
brighter,brighter,en,False,False,,adj.
envi,envy,en,False,False,,n.
regga,reggae,en,False,False,,n.
suppos,supposed,en,False,False,,v.
fuel,fuel,en,False,False,,n.
local,local,en,False,False,,adj.
hope,hope,en,False,False,,n.
meant,meant,en,False,False,,v.
workin,working,en,False,False,,v.
satisfact,satisfaction,en,False,False,,n.
familiar,familiar,en,False,False,,adj.
dope,dope,en,False,False,,n.
disagre,disagree,en,False,False,,v.
beam,beam,en,False,False,,n.
bean,beans,en,False,False,,n.
rumbl,rumble,en,False,False,,adj.
redeem,redeemed,en,False,False,,v.
increas,increase,en,False,False,,n.
lucki,lucky,en,False,False,,adj.
endless,endless,en,False,False,,adj.
gray,gray,en,False,False,,adj.
organ,organ,en,False,False,,n.
possibl,possible,en,False,False,,adj.
state,state,en,False,False,,n.
crow,crow,en,False,False,,n.
stuff,stuff,en,False,False,,n.
she,she,en,True,True,nltk_sw,
contain,contain,en,False,False,,v.
shi,shy,en,False,False,,n.
watchin,watching,en,False,False,,v.
view,view,en,False,False,,n.
toe,toes,en,False,False,,n.
prais,praise,en,False,False,,n.
bucket,bucket,en,False,False,,n.
frame,frame,en,False,False,,n.
pitch,pitch,en,False,False,,n.
apolog,apologize,en,False,False,,v.
disgust,disgust,en,False,False,,n.
powder,powder,en,False,False,,n.
stack,stack,en,False,False,,n.
closer,closer,en,False,False,,adv.
contempl,contemplate,en,False,False,,v.
wire,wire,en,False,False,,n.
closet,closet,en,False,False,,n.
nuclear,nuclear,en,False,False,,adj.
cruel,cruel,en,False,False,,adj.
tend,tend,en,False,False,,v.
sublim,sublime,en,False,False,,adj.
proof,proof,en,False,False,,n.
destini,destiny,en,False,False,,n.
spare,spare,en,False,False,,adj.
progress,progress,en,False,False,,n.
neither,neither,en,False,False,,
lip,lips,en,False,False,,v.
junki,junkie,en,False,False,,n.
bought,bought,en,False,False,,v.
pipe,pipe,en,False,False,,n.
merri,merry,en,False,False,,n.
amen,amen,en,False,False,,
joy,joy,en,False,False,,n.
sorrow,sorrow,en,False,False,,n.
notion,notion,en,False,False,,n.
entir,entire,en,False,False,,adj.
joe,joe,en,False,False,,n.
key,key,en,False,False,,n.
disconnect,disconnected,en,False,False,,v.
precious,precious,en,False,False,,adj.
swift,swift,en,False,False,,n.
david,david,en,False,False,,n.
revers,reverse,en,False,False,,v.
drum,drum,en,False,False,,n.
weav,weave,en,False,False,,n.
joke,joke,en,False,False,,n.
equal,equal,en,False,False,,adj.
drug,drugs,en,False,False,,n.
display,display,en,False,False,,n.
april,april,en,False,False,,n.
doorway,doorway,en,False,False,,n.
succeed,succeed,en,False,False,,v.
grain,grain,en,False,False,,n.
puls,pulse,en,False,False,,n.
passag,passage,en,False,False,,n.
swallow,swallow,en,False,False,,n.
darker,darker,en,False,False,,n.
afraid,afraid,en,False,False,,adj.
glorious,glorious,en,False,False,,adj.
aye,aye,en,False,False,,n.
comment,comment,en,False,False,,n.
jim,jim,en,False,False,,n.
author,authority,en,False,False,,n.
wall,wall,en,False,False,,n.
walk,walk,en,False,False,,v.
reborn,reborn,en,False,False,,n.
solv,solve,en,False,False,,n.
laugh,laugh,en,False,False,,v.
cousin,cousin,en,False,False,,n.
respect,respect,en,False,False,,n.
quit,quite,en,False,False,,adv.
revolut,revolution,en,False,False,,n.
slowli,slowly,en,False,False,,adv.
tread,tread,en,False,False,,n.
maid,maid,en,False,False,,n.
cent,cent,en,False,False,,n.
willi,willie,en,False,False,,n.
center,center,en,False,False,,n.
besid,beside,en,False,False,,
treat,treat,en,False,False,,n.
motherfuck,motherfucker,en,False,False,,n.
tv,tv,en,,True,non_en,n.
poet,poet,en,False,False,,n.
feather,feather,en,False,False,,n.
kitchen,kitchen,en,False,False,,n.
cheek,cheek,en,False,False,,n.
mike,mike,en,False,False,,n.
circus,circus,en,False,False,,n.
nickel,nickel,en,False,False,,n.
treasur,treasure,en,False,False,,n.
presenc,presence,en,False,False,,n.
face,face,en,False,False,,n.
protect,protect,en,False,False,,v.
hmm,hmm,en,False,False,,
bull,bull,en,False,False,,n.
general,general,en,False,False,,n.
present,present,en,False,False,,adj.
holiday,holiday,en,False,False,,n.
comput,computer,en,False,False,,n.
plain,plain,en,False,False,,adj.
harder,harder,en,False,False,,adj.
as,as,en,,True,nltk_sw,
will,will,en,True,True,nltk_sw,v.
defin,define,en,False,False,,v.
decept,deception,en,False,False,,n.
wild,wild,en,False,False,,adj.
scene,scene,en,False,False,,n.
observ,observe,en,False,False,,v.
coz,coz,en,False,False,,n.
almost,almost,en,False,False,,adv.
blood,blood,en,False,False,,n.
cultur,culture,en,False,False,,n.
fruit,fruit,en,False,False,,n.
girlfriend,girlfriend,en,False,False,,n.
motiv,motivation,en,False,False,,n.
thug,thug,en,False,False,,n.
partner,partner,en,False,False,,n.
clone,clone,en,False,False,,n.
whore,whore,en,False,False,,n.
tattoo,tattoo,en,False,False,,n.
uniti,unity,en,False,False,,n.
denial,denial,en,False,False,,n.
tas,t'as,en,False,False,,n.
welcom,welcome,en,False,False,,n.
parti,party,en,False,False,,n.
began,began,en,False,False,,v.
headlight,headlights,en,False,False,,n.
satisfi,satisfied,en,False,False,,v.
cross,cross,en,False,False,,n.
handl,handle,en,False,False,,v.
cope,cope,en,False,False,,v.
auto,auto,en,False,False,,n.
underground,underground,en,False,False,,n.
easi,easy,en,False,False,,adj.
about,about,en,True,True,nltk_sw,
cream,cream,en,False,False,,n.
womb,womb,en,False,False,,n.
ball,ball,en,False,False,,n.
slave,slave,en,False,False,,n.
dusk,dusk,en,False,False,,n.
drink,drink,en,False,False,,v.
upon,upon,en,False,False,,
effect,effect,en,False,False,,n.
romeo,romeo,en,False,False,,n.
beast,beast,en,False,False,,n.
issu,issue,en,False,False,,n.
collid,collide,en,False,False,,adv.
dust,dust,en,False,False,,n.
cigarett,cigarette,en,False,False,,n.
nation,nation,en,False,False,,n.
judgment,judgment,en,False,False,,n.
killer,killer,en,False,False,,n.
curv,curve,en,False,False,,n.
off,off,en,True,True,nltk_sw,
i,i,en,,True,nltk_sw,
shotgun,shotgun,en,False,False,,n.
colour,colour,en,False,False,,n.
knowledg,knowledge,en,False,False,,n.
well,well,en,False,False,,
messiah,messiah,en,False,False,,n.
thought,thought,en,False,False,,v.
choos,choose,en,False,False,,v.
knight,knight,en,False,False,,n.
latest,latest,en,False,False,,adj.
distanc,distance,en,False,False,,n.
kiss,kiss,en,False,False,,v.
rocket,rocket,en,False,False,,n.
less,less,en,False,False,,adj.
weekend,weekend,en,False,False,,n.
mistaken,mistaken,en,False,False,,n.
gun,gun,en,False,False,,n.
tone,tone,en,False,False,,n.
paul,paul,en,False,False,,n.
glue,glue,en,False,False,,n.
distress,distress,en,False,False,,n.
web,web,en,False,False,,n.
wee,wee,en,False,False,,n.
devast,devastation,en,False,False,,n.
fellow,fellow,en,False,False,,n.
flee,flee,en,False,False,,n.
drunk,drunk,en,False,False,,n.
sky,sky,en,False,False,,n.
bullshit,bullshit,en,False,False,,n.
drew,drew,en,False,False,,v.
add,add,en,False,False,,v.
other,other,en,True,True,nltk_sw,adj.
generat,generation,en,False,False,,n.
crack,crack,en,False,False,,n.
ohhh,ohhh,en,False,False,,n.
ought,ought,en,False,False,,v.
match,match,en,False,False,,v.
livin,living,en,False,False,,v.
fate,fate,en,False,False,,n.
admit,admit,en,False,False,,v.
piec,piece,en,False,False,,n.
five,five,en,False,False,,n.
know,know,en,False,False,,v.
unseen,unseen,en,False,False,,adj.
tick,tick,en,False,False,,v.
betti,betty,en,False,False,,n.
loss,loss,en,False,False,,n.
like,like,en,False,False,,
lost,lost,en,False,False,,v.
incred,incredible,en,False,False,,adj.
bibl,bible,en,False,False,,n.
corpor,corporate,en,False,False,,adj.
clown,clown,en,False,False,,n.
bark,bark,en,False,False,,n.
heed,heed,en,False,False,,v.
lose,lose,en,False,False,,v.
chick,chick,en,False,False,,n.
juic,juice,en,False,False,,n.
soft,soft,en,False,False,,adj.
page,page,en,False,False,,n.
candi,candy,en,False,False,,n.
shed,shed,en,False,False,,v.
nigga,nigga,en,False,False,,n.
captur,captured,en,False,False,,v.
thief,thief,en,False,False,,n.
hail,hail,en,False,False,,n.
hair,hair,en,False,False,,n.
daylight,daylight,en,False,False,,n.
reviv,revive,en,False,False,,v.
homi,homie,en,False,False,,n.
proper,proper,en,False,False,,adj.
home,home,en,False,False,,n.
blade,blade,en,False,False,,n.
thiev,thieves,en,False,False,,n.
guid,guide,en,False,False,,n.
lead,lead,en,False,False,,n.
broad,broad,en,False,False,,adj.
avoid,avoid,en,False,False,,n.
lean,lean,en,False,False,,n.
thank,thank,en,False,False,,v.
chapter,chapter,en,False,False,,n.
leap,leap,en,False,False,,n.
fountain,fountain,en,False,False,,n.
passion,passion,en,False,False,,n.
settl,settle,en,False,False,,v.
hunger,hunger,en,False,False,,n.
behav,behave,en,False,False,,n.
nake,naked,en,False,False,,adj.
leader,leader,en,False,False,,n.
trap,trapped,en,False,False,,v.
birthday,birthday,en,False,False,,n.
obey,obey,en,False,False,,v.
worthi,worthy,en,False,False,,adj.
ident,identity,en,False,False,,n.
bathroom,bathroom,en,False,False,,n.
parasit,parasite,en,False,False,,v.
singin,singing,en,False,False,,v.
forgiv,forgive,en,False,False,,v.
glori,glory,en,False,False,,n.
although,although,en,False,False,,
instinct,instinct,en,False,False,,n.
vengeanc,vengeance,en,False,False,,n.
swept,swept,en,False,False,,v.
stage,stage,en,False,False,,n.
throne,throne,en,False,False,,n.
sister,sister,en,False,False,,n.
quarter,quarter,en,False,False,,n.
rare,rare,en,False,False,,n.
knowin,knowing,en,False,False,,v.
linger,linger,en,False,False,,n.
justic,justice,en,False,False,,n.
freedom,freedom,en,False,False,,n.
waist,waist,en,False,False,,n.
cleans,cleanse,en,False,False,,n.
thirti,thirty,en,False,False,,n.
courag,courage,en,False,False,,n.
chrome,chrome,en,False,False,,n.
fear,fear,en,False,False,,n.
swear,swear,en,False,False,,v.
sweat,sweat,en,False,False,,n.
avenu,avenue,en,False,False,,n.
fals,FALSE,en,False,False,,n.
tomb,tomb,en,False,False,,n.
diablo,diablo,en,False,False,,n.
own,own,en,True,True,nltk_sw,adj.
absolut,absolutely,en,False,False,,adv.
societi,society,en,False,False,,n.
owe,owe,en,False,False,,v.
tight,tight,en,False,False,,adj.
tortur,torture,en,False,False,,n.
perman,permanent,en,False,False,,adj.
automat,automatic,en,False,False,,adj.
weather,weather,en,False,False,,n.
lung,lungs,en,False,False,,n.
brush,brush,en,False,False,,n.
awhil,awhile,en,False,False,,adv.
kinda,kinda,en,False,False,,n.
pussi,pussy,en,False,False,,n.
dug,dug,en,False,False,,n.
invad,invade,en,False,False,,n.
mississippi,mississippi,en,False,False,,n.
crave,crave,en,False,False,,n.
pictur,picture,en,False,False,,n.
spiral,spiral,en,False,False,,adj.
threat,threat,en,False,False,,n.
appl,apple,en,False,False,,n.
inner,inner,en,False,False,,adj.
buy,buy,en,False,False,,v.
north,north,en,False,False,,n.
noel,noel,en,False,False,,n.
innoc,innocent,en,False,False,,adj.
bus,bus,en,False,False,,n.
brand,brand,en,False,False,,n.
wed,wedding,en,False,False,,n.
continu,continue,en,False,False,,v.
hi,hi,en,,True,non_en,
nut,nuts,en,False,False,,n.
whistl,whistle,en,False,False,,n.
grate,grateful,en,False,False,,adj.
eas,ease,en,False,False,,n.
ear,ears,en,False,False,,v.
eat,eat,en,False,False,,v.
wherev,wherever,en,False,False,,adv.
count,count,en,False,False,,v.
selfish,selfish,en,False,False,,n.
made,made,en,False,False,,v.
wise,wise,en,False,False,,adj.
whether,whether,en,False,False,,
wish,wish,en,False,False,,n.
smooth,smooth,en,False,False,,n.
flip,flip,en,False,False,,n.
troubl,trouble,en,False,False,,n.
whoa,whoa,en,False,False,,v.
record,record,en,False,False,,n.
below,below,en,True,True,nltk_sw,
belov,beloved,en,False,False,,adj.
limit,limit,en,False,False,,n.
hesit,hesitate,en,False,False,,v.
cake,cake,en,False,False,,n.
problem,problem,en,False,False,,n.
pin,pin,en,False,False,,n.
whisper,whisper,en,False,False,,n.
dure,during,en,True,True,nltk_sw,
pig,pig,en,False,False,,n.
twist,twist,en,False,False,,n.
jenni,jenny,en,False,False,,n.
ink,ink,en,False,False,,n.
penni,penny,en,False,False,,n.
pit,pit,en,False,False,,n.
happen,happen,en,False,False,,v.
beckon,beckon,en,False,False,,n.
groov,groove,en,False,False,,
boot,boots,en,False,False,,n.
cave,cave,en,False,False,,v.
saviour,saviour,en,False,False,,n.
book,book,en,False,False,,n.
futur,future,en,False,False,,n.
sick,sick,en,False,False,,adj.
behold,behold,en,False,False,,n.
out,out,en,True,True,nltk_sw,
talkin,talking,en,False,False,,v.
reckless,reckless,en,False,False,,adj.
adam,adam,en,False,False,,n.
junk,junk,en,False,False,,n.
repeat,repeat,en,False,False,,n.
star,stars,en,False,False,,n.
monday,monday,en,False,False,,n.
vega,vegas,en,False,False,,n.
june,june,en,False,False,,n.
reput,reputation,en,False,False,,n.
stab,stab,en,False,False,,n.
attempt,attempt,en,False,False,,n.
throughout,throughout,en,False,False,,
basement,basement,en,False,False,,n.
veil,veil,en,False,False,,n.
humbl,humble,en,False,False,,adj.
vein,veins,en,False,False,,v.
goin,going,en,False,False,,v.
ghost,ghost,en,False,False,,n.
jewel,jewels,en,False,False,,n.
rule,rules,en,False,False,,n.
paranoia,paranoia,en,False,False,,n.
fifti,fifty,en,False,False,,n.
raven,raven,en,False,False,,v.
yell,yell,en,False,False,,n.
at,at,en,,True,nltk_sw,
confess,confess,en,False,False,,n.
sincer,sincere,en,False,False,,adj.
richard,richard,en,False,False,,n.
