stem,word_m,lang_GT_API,stopword,remove?,remove_class
energi,energy,en,False,False,
beyond,beyond,en,False,False,
todo,todo,es,True,True,non_en
nosso,nosso,pt,True,True,non_en
flower,flowers,en,False,False,
safeti,safety,en,False,False,
alcohol,alcohol,en,False,False,
suprem,supreme,en,False,False,
glitter,glitter,en,False,False,
dónde,dónde,es,False,True,non_en
princ,prince,en,False,False,
bubbl,bubble,en,False,False,
si,si,,,True,non_en
health,health,en,False,False,
hill,hill,en,False,False,
7,7,,,True,numeric
print,print,en,False,False,
tí,tí,,,True,non_en
san,sans,fr,False,True,non_en
highway,highway,en,False,False,
ass,ass,en,False,False,
pum,pum,cy,,True,non_en
bald,bald,de,False,True,non_en
bass,bass,en,False,False,
dirt,dirt,en,False,False,
pue,pues,es,False,True,non_en
friday,friday,en,False,False,
guess,guess,en,False,False,
dune,d'une,fr,False,True,non_en
ness,ness,en,False,False,
mmm,mmm,en,False,False,
dit,dit,nl,True,True,non_en
reason,reason,en,False,False,
heroin,heroin,en,False,False,
será,será,pt,True,True,non_en
believ,believe,en,False,False,
dire,dire,fr,False,True,non_en
put,put,en,False,False,
teach,teach,en,False,False,
ash,ashes,en,False,False,
pasado,pasado,es,False,True,non_en
sidewalk,sidewalk,en,False,False,
thrown,thrown,en,False,False,
alt,alt,da,True,True,non_en
legion,legions,en,False,False,
prophet,prophet,en,False,False,
fearless,fearless,en,False,False,
so,so,en,,True,nltk_sw
voor,voor,nl,True,True,non_en
struggl,struggle,en,False,False,
sicken,sickening,en,False,False,
deje,dejes,es,False,True,non_en
wither,withered,en,False,False,
cloudi,cloudy,en,False,False,
w,w,,,True,letter
dejo,dejo,es,False,True,non_en
heartbeat,heartbeat,en,False,False,
lifetim,lifetime,en,False,False,
fallen,fallen,en,False,False,
virgin,virgin,en,False,False,
feed,feed,en,False,False,
sympathi,sympathy,en,False,False,
major,major,en,False,False,
bonito,bonito,pt,False,True,non_en
dont,dont,fr,False,True,non_en
hopin,hopin',sq,,True,non_en
wilder,wilderness,en,False,False,
feel,feel,en,False,False,
nach,nach,de,True,True,non_en
number,number,en,False,False,
evolut,evolution,en,False,False,
feet,feet,en,False,False,
cada,cada,es,False,True,non_en
sailor,sailor,en,False,False,
done,done,en,False,False,
dond,donde,es,True,True,non_en
dong,dong,vi,,True,non_en
blank,blank,en,False,False,
guard,guard,en,False,False,
mist,mist,en,False,False,
miss,miss,en,False,False,
fanci,fancy,en,False,False,
donn,donne,it,False,True,non_en
passer,passer,fr,False,True,non_en
razor,razor,en,False,False,
differ,different,en,False,False,
killin,killin',en,False,False,
kom,kom,sv,False,True,non_en
guest,guest,en,False,False,
jet,jet,en,False,False,
nome,nome,pt,False,True,non_en
blossom,blossom,en,False,False,
avec,avec,fr,True,True,non_en
mont,monte,it,False,True,non_en
least,least,en,False,False,
collar,collar,en,False,False,
player,player,en,False,False,
contra,contra,es,True,True,non_en
stori,story,en,False,False,
robe,robe,fr,False,True,non_en
jeg,jeg,no,True,True,non_en
storm,storm,en,False,False,
ze,ze,,,True,non_en
mama,mama,zh-CN,,True,non_en
master,master,en,False,False,
scheme,scheme,en,False,False,
jen,j'en,fr,False,True,non_en
banana,banana,en,False,False,
store,store,en,False,False,
pare,pare,ro,False,True,non_en
parc,parce,fr,False,True,non_en
saint,saint,en,False,False,
para,para,es,True,True,non_en
pump,pump,en,False,False,
month,months,en,False,False,
hotel,hotel,en,False,False,
park,park,en,False,False,
música,música,pt,False,True,non_en
asshol,asshole,en,False,False,
za,za,,,True,non_en
mmmm,mmmm,en,False,False,
då,då,,,True,non_en
corpo,corpo,pt,False,True,non_en
part,part,en,False,False,
prend,prends,fr,False,True,non_en
twenti,twenty,en,False,False,
schon,schon,de,False,True,non_en
grace,grace,en,False,False,
reliev,relieve,en,False,False,
king,king,en,False,False,
kind,kind,en,False,False,
b,b,,,True,letter
sta,sta,it,True,True,non_en
whenev,whenever,en,False,False,
perfum,perfume,en,False,False,
remov,remove,en,False,False,
sto,sto,bs,,True,non_en
dans,danse,fr,False,True,non_en
aah,aah,ar,False,True,non_en
vocal,vocal,en,False,False,
horizont,horizonte,pt,False,True,non_en
youth,youth,en,False,False,
bride,bride,en,False,False,
asham,ashamed,en,False,False,
stalk,stalking,en,False,False,
esquina,esquina,es,False,True,non_en
pienso,pienso,es,False,True,non_en
ô,ô,,,True,letter
danc,dance,en,False,False,
weapon,weapon,en,False,False,
contr,contre,fr,False,True,non_en
outta,outta,en,False,False,
atmospher,atmosphere,en,False,False,
belli,belly,en,False,False,
croi,crois,fr,False,True,non_en
aussi,aussi,fr,False,True,non_en
queria,queria,pt,False,True,non_en
complet,complete,en,False,False,
blond,blonde,en,False,False,
dedic,dedicated,en,False,False,
steht,steht,de,False,True,non_en
piensa,piensa,es,False,True,non_en
sell,sell,en,False,False,
lie,lies,en,False,False,
advanc,advance,en,False,False,
jour,jour,fr,False,True,non_en
built,built,en,False,False,
dude,dude,en,False,False,
blanco,blanco,es,False,True,non_en
lil,lil',en,False,False,
blanca,blanca,es,False,True,non_en
self,self,en,False,False,
euch,euch,de,True,True,non_en
couch,couch,en,False,False,
lit,lit,fr,False,True,non_en
also,also,en,False,False,
liv,liv,sv,False,True,non_en
without,without,en,False,False,
pasar,pasar,id,False,True,non_en
build,build,en,False,False,
command,command,en,False,False,
waitin,waitin',en,False,False,
play,play,en,False,False,
parl,parle,fr,False,True,non_en
sleepin,sleepin',en,False,False,
tuve,tuve,es,True,True,non_en
kad,kad,lt,,True,non_en
victim,victim,en,False,False,
english,english,en,False,False,
reach,reach,en,False,False,
chart,charts,en,False,False,
essa,essa,pt,True,True,non_en
perro,perro,es,False,True,non_en
virus,virus,en,False,False,
3x,(3x),ar,False,True,non_en
charm,charm,en,False,False,
pari,paris,fr,False,True,non_en
diferent,diferente,pt,False,True,non_en
suitcas,suitcase,en,False,False,
glück,glück,de,False,True,non_en
charg,charge,en,False,False,
amaz,amazing,en,False,False,
ka,ka,,,True,non_en
ke,ke,,,True,non_en
minha,minha,pt,True,True,non_en
unspoken,unspoken,en,False,False,
clear,clear,en,False,False,
minä,minä,fi,True,True,non_en
destruct,destruction,en,False,False,
clean,clean,en,False,False,
repli,reply,en,False,False,
weigh,weigh,en,False,False,
barrel,barrel,en,False,False,
i`m,i`m,en,False,False,
nube,nubes,es,False,True,non_en
gleich,gleich,de,False,True,non_en
nessuno,nessuno,it,False,True,non_en
gold,gold,en,False,False,
tener,tener,es,False,True,non_en
melodi,melody,en,False,False,
flicker,flicker,en,False,False,
croir,croire,fr,False,True,non_en
gefühl,gefühl,de,False,True,non_en
golp,golpe,es,False,True,non_en
há,há,,,True,non_en
quedan,quedan,es,False,True,non_en
fino,fino,it,False,True,non_en
finn,finns,sv,False,True,non_en
ojo,ojos,es,False,True,non_en
font,font,fr,False,True,non_en
fine,fine,en,False,False,
find,find,en,False,False,
paus,pause,en,False,False,
giant,giant,en,False,False,
sayin,sayin',en,False,False,
pretti,pretty,en,False,False,
sentenc,sentence,en,False,False,
nervous,nervous,en,False,False,
bonheur,bonheur,fr,False,True,non_en
writer,writer,en,False,False,
solut,solution,en,False,False,
quel,quel,it,False,True,non_en
vision,vision,en,False,False,
piedra,piedra,es,False,True,non_en
beat,beat,en,False,False,
jazz,jazz,en,False,False,
quer,quer,pt,False,True,non_en
traum,traum,de,False,True,non_en
betray,betrayed,en,False,False,
money,money,en,False,False,
8,8,,,True,numeric
unhappi,unhappy,en,False,False,
gå,gå,,,True,non_en
hip,hip,en,False,False,
shepherd,shepherds,en,False,False,
remedi,remedy,en,False,False,
his,his,en,True,True,nltk_sw
hit,hit,en,False,False,
mein,mein,de,True,True,non_en
bend,bend,en,False,False,
express,express,en,False,False,
estrella,estrellas,es,False,True,non_en
famous,famous,en,False,False,
grew,grew,en,False,False,
hid,hid,en,False,False,
stir,stir,en,False,False,
compass,compassion,en,False,False,
jetzt,jetzt,de,True,True,non_en
jsui,j'suis,fr,False,True,non_en
hij,hij,nl,True,True,non_en
silk,silk,en,False,False,
sunni,sunny,en,False,False,
him,him,en,True,True,nltk_sw
hin,hin,de,True,True,non_en
merci,mercy,en,False,False,
appeal,appeal,en,False,False,
timeless,timeless,en,False,False,
foto,foto,id,False,True,non_en
proclaim,proclaim,en,False,False,
enemi,enemy,en,False,False,
booz,booze,en,False,False,
geld,geld,de,False,True,non_en
common,common,en,False,False,
gotten,gotten,en,False,False,
verdad,verdad,es,False,True,non_en
nowher,nowhere,en,False,False,
hon,hon,sv,True,True,non_en
sew,sew,en,False,False,
seventeen,seventeen,en,False,False,
set,set,en,False,False,
art,art,en,False,False,
ser,ser,pt,False,True,non_en
delus,delusion,en,False,False,
creator,creator,en,False,False,
overwhelm,overwhelmed,en,False,False,
jade,jaded,en,False,False,
vine,vine,ro,False,True,non_en
around,around,en,False,False,
grey,grey,en,False,False,
bara,bara,sv,False,True,non_en
idol,idol,en,False,False,
lion,lion,en,False,False,
sed,sed,la,,True,non_en
dumb,dumb,en,False,False,
are,are,en,True,True,nltk_sw
sea,sea,en,False,False,
tender,tender,en,False,False,
close,close,en,False,False,
laat,laat,nl,False,True,non_en
aunqu,aunque,es,False,True,non_en
arm,arms,en,False,False,
sei,sei,de,False,True,non_en
seh,seh,de,False,True,non_en
seal,seal,en,False,False,
project,projects,en,False,False,
movin,movin',en,False,False,
spiritu,spiritual,en,False,False,
fuist,fuiste,es,True,True,non_en
dann,dann,de,True,True,non_en
someth,something,en,False,False,
wail,wail,en,False,False,
guitarra,guitarra,es,False,True,non_en
case,case,en,False,False,
woo,woo,en,False,False,
won,won,en,True,True,nltk_sw
woh,woh,en,False,False,
lei,lei,ro,False,True,non_en
woe,woe,en,False,False,
guilt,guilt,en,False,False,
hold,hold,en,False,False,
experi,experience,en,False,False,
dein,dein,de,True,True,non_en
kneel,kneel,en,False,False,
piss,piss,en,False,False,
concentr,concentrate,en,False,False,
soll,soll,de,True,True,non_en
makeup,makeup,en,False,False,
shinin,shinin',ja,,True,non_en
iron,iron,en,False,False,
goddamn,goddamn,en,False,False,
barrio,barrio,es,False,True,non_en
sold,sold,en,False,False,
sole,sole,en,False,False,
isol,isolation,en,False,False,
sola,sola,es,False,True,non_en
spray,spray,en,False,False,
samba,samba,pt,False,True,non_en
arrang,arranged,en,False,False,
ikk,ikke,no,True,True,non_en
jeder,jeder,de,True,True,non_en
cristal,cristal,es,False,True,non_en
purpl,purple,en,False,False,
tres,tres,es,False,True,non_en
että,että,fi,True,True,non_en
sufrir,sufrir,es,False,True,non_en
both,both,en,True,True,nltk_sw
c,c,,,True,letter
toward,towards,en,False,False,
last,last,en,False,False,
thou,thou,en,False,False,
breakin,breakin',en,False,False,
alon,alone,en,False,False,
troppo,troppo,it,False,True,non_en
foreign,foreign,en,False,False,
alor,alors,fr,False,True,non_en
razón,razón,es,False,True,non_en
secreto,secreto,es,False,True,non_en
forgotten,forgotten,en,False,False,
¿qué,¿qué,es,False,True,non_en
bond,bond,en,False,False,
afar,afar,is,,True,non_en
blaze,blaze,en,False,False,
load,load,en,False,False,
gypsi,gypsy,en,False,False,
childhood,childhood,en,False,False,
simpli,simply,en,False,False,
reject,reject,en,False,False,
point,point,en,False,False,
olla,olla,fi,True,True,non_en
sweet,sweet,en,False,False,
sweep,sweep,en,False,False,
rosa,rosa,it,False,True,non_en
dancer,dancer,en,False,False,
majesti,majesty,en,False,False,
church,church,en,False,False,
rave,rave,en,False,False,
mistak,mistake,en,False,False,
pensamiento,pensamiento,es,False,True,non_en
bridg,bridge,en,False,False,
deceiv,deceive,en,False,False,
belt,belt,en,False,False,
sonrisa,sonrisa,es,False,True,non_en
worthless,worthless,en,False,False,
devil,devil,en,False,False,
filth,filth,en,False,False,
dum,dum,eo,,True,non_en
dun,d'un,fr,False,True,non_en
pu,pu,,,True,non_en
dub,dub,en,False,False,
blink,blink,en,False,False,
due,due,en,False,False,
empti,empty,en,False,False,
miser,miserable,en,False,False,
depui,depuis,fr,False,True,non_en
whom,whom,en,True,True,nltk_sw
secret,secret,en,False,False,
pa,pa,,,True,non_en
damn,damn,en,False,False,
pe,pe,,,True,non_en
threaten,threatening,en,False,False,
brick,brick,en,False,False,
pi,pieds,fr,False,True,non_en
po,po',ru,False,True,non_en
woke,woke,en,False,False,
dame,dame,en,False,False,
firm,firm,en,False,False,
invis,invisible,en,False,False,
sweetheart,sweetheart,en,False,False,
modern,modern,en,False,False,
flight,flight,en,False,False,
champion,champion,en,False,False,
gay,gay,en,False,False,
pronto,pronto,es,False,True,non_en
fire,fire,en,False,False,
infect,infected,en,False,False,
imag,image,en,False,False,
aprè,après,fr,False,True,non_en
gas,gas,en,False,False,
gar,gar,de,False,True,non_en
demasiado,demasiado,es,False,True,non_en
gal,gal,lt,,True,non_en
understand,understand,en,False,False,
occhi,occhi,it,False,True,non_en
vuol,vuole,it,False,True,non_en
demand,demand,en,False,False,
educ,education,en,False,False,
cantar,cantar,es,False,True,non_en
funk,funk,en,False,False,
convers,conversation,en,False,False,
highest,highest,en,False,False,
stolen,stolen,en,False,False,
ignit,ignite,en,False,False,
look,look,en,False,False,
tambien,tambien,es,False,True,non_en
cur,cur,en,False,False,
solid,solid,en,False,False,
straight,straight,en,False,False,
bill,bill,en,False,False,
här,här,sv,True,True,non_en
crazi,crazy,en,False,False,
rope,rope,en,False,False,
pace,pace,en,False,False,
while,while,en,True,True,nltk_sw
caress,caress,en,False,False,
kick,kick,en,False,False,
abov,above,en,True,True,nltk_sw
error,error,en,False,False,
fun,fun,en,False,False,
fleet,fleeting,en,False,False,
sombra,sombra,es,False,True,non_en
ruido,ruido,es,False,True,non_en
andar,andar,pt,False,True,non_en
everyon,everyone,en,False,False,
pack,pack,en,False,False,
grip,grip,en,False,False,
gimm,gimme,en,False,False,
pound,pound,en,False,False,
esperanza,esperanza,es,False,True,non_en
readi,ready,en,False,False,
mystic,mystic,en,False,False,
von,von,de,True,True,non_en
demon,demons,en,False,False,
voi,vois,fr,False,True,non_en
rip,rip,en,False,False,
feliz,feliz,pt,False,True,non_en
rio,rio,pt,False,True,non_en
vow,vow,en,False,False,
vor,vor,de,True,True,non_en
centuri,century,en,False,False,
decay,decay,en,False,False,
rid,rid,en,False,False,
vanish,vanish,en,False,False,
anguish,anguish,en,False,False,
ohhhh,ohhhh,tl,,True,non_en
voz,voz,es,False,True,non_en
chase,chase,en,False,False,
wrath,wrath,en,False,False,
resurrect,resurrection,en,False,False,
importa,importa,es,False,True,non_en
starlight,starlight,en,False,False,
grant,granted,en,False,False,
belong,belong,en,False,False,
butcher,butcher,en,False,False,
funni,funny,en,False,False,
basta,basta,it,False,True,non_en
grand,grand,fr,False,True,non_en
9,9,,,True,numeric
ray,ray,en,False,False,
boom,boom,en,False,False,
memphi,memphis,en,False,False,
higher,higher,en,False,False,
pray,pray,en,False,False,
caer,caer,es,False,True,non_en
appreci,appreciate,en,False,False,
tower,tower,en,False,False,
itch,itch,en,False,False,
mountain,mountain,en,False,False,
camera,camera,en,False,False,
defeat,defeat,en,False,False,
se,se,,,True,non_en
haus,haus,de,False,True,non_en
moment,moment,en,False,False,
000,000,en,False,True,numeric
seren,serenity,en,False,False,
extrem,extreme,en,False,False,
giorni,giorni,it,False,True,non_en
mot,mots,fr,False,True,non_en
giorno,giorno,it,False,True,non_en
weird,weird,en,False,False,
adentro,adentro,es,False,True,non_en
haga,haga,es,False,True,non_en
lower,lower,en,False,False,
older,older,en,False,False,
primavera,primavera,it,False,True,non_en
adesso,adesso,it,False,True,non_en
spent,spent,en,False,False,
hago,hago,es,False,True,non_en
person,person,en,False,False,
cheer,cheer,en,False,False,
chees,cheese,en,False,False,
elev,elevator,en,False,False,
f,f,,,True,letter
y,y,,,True,letter
revolv,revolver,en,False,False,
tast,taste,en,False,False,
spend,spend,en,False,False,
howl,howling,en,False,False,
mon,mon,fr,True,True,non_en
i’m,i’m,en,False,False,
coup,coup,fr,False,True,non_en
chord,chords,en,False,False,
burden,burden,en,False,False,
blur,blur,en,False,False,
tanto,tanto,es,True,True,non_en
claro,claro,es,False,True,non_en
obscur,obscure,en,False,False,
nuestra,nuestra,es,True,True,non_en
shape,shape,en,False,False,
you´r,you´re,en,False,False,
world,world,en,False,False,
i’v,i’ve,tr,False,True,non_en
unto,unto,en,False,False,
nuestro,nuestro,es,True,True,non_en
wage,wage,en,False,False,
cut,cut,en,False,False,
cup,cup,en,False,False,
ciel,ciel,fr,False,True,non_en
cuz,cuz,en,False,False,
calor,calor,es,False,True,non_en
havin,havin',en,False,False,
arriba,arriba,es,False,True,non_en
grin,grin,en,False,False,
voll,voll,de,False,True,non_en
snap,snap,en,False,False,
hombr,hombre,es,False,True,non_en
cum,cum,ro,True,True,non_en
hater,haters,en,False,False,
bin,bin,de,True,True,non_en
wil,wil,nl,True,True,non_en
march,march,en,False,False,
maria,maria,pt,False,True,non_en
amart,amarte,es,False,True,non_en
bleibt,bleibt,de,False,True,non_en
bid,bid,en,False,False,
sittin,sittin',en,False,False,
almighti,almighty,en,False,False,
lovin,lovin',en,False,False,
judgement,judgement,en,False,False,
game,game,en,False,False,
quest,quest,en,False,False,
volver,volver,es,False,True,non_en
warmth,warmth,en,False,False,
bit,bit,en,False,False,
awaken,awaken,en,False,False,
bir,bir,tr,False,True,non_en
paint,paint,en,False,False,
vino,vino,es,False,True,non_en
bruis,bruised,en,False,False,
knock,knock,en,False,False,
d,d,,,True,letter
spine,spine,en,False,False,
confront,confront,en,False,False,
signal,signal,en,False,False,
clay,clay,en,False,False,
glove,glove,en,False,False,
strife,strife,en,False,False,
chorus,chorus,en,False,False,
collect,collect,en,False,False,
een,een,nl,True,True,non_en
conceiv,conceive,en,False,False,
donna,donna,it,False,True,non_en
gloom,gloom,en,False,False,
sleigh,sleigh,en,False,False,
cruis,cruise,en,False,False,
foolish,foolish,en,False,False,
parar,parar,pt,False,True,non_en
mighti,mighty,en,False,False,
often,often,en,False,False,
mía,mía,es,True,True,non_en
mío,mío,es,True,True,non_en
spring,spring,en,False,False,
christian,christian,en,False,False,
creation,creation,en,False,False,
some,some,en,True,True,nltk_sw
back,back,en,False,False,
understood,understood,en,False,False,
palm,palm,en,False,False,
loser,loser,en,False,False,
sight,sight,en,False,False,
mirror,mirror,en,False,False,
wonderland,wonderland,en,False,False,
curious,curious,en,False,False,
surpris,surprise,en,False,False,
pale,pale,en,False,False,
senseless,senseless,en,False,False,
rien,rien,fr,False,True,non_en
scale,scale,en,False,False,
chocol,chocolate,en,False,False,
maiden,maiden,en,False,False,
encuentro,encuentro,es,False,True,non_en
schön,schön,de,False,True,non_en
pet,pet,en,False,False,
peu,peu,fr,False,True,non_en
ave,ave,en,False,False,
shall,shall,en,False,False,
medo,medo,pt,False,True,non_en
per,per,it,True,True,non_en
religion,religion,en,False,False,
pelo,pelo,pt,True,True,non_en
sagen,sagen,de,False,True,non_en
larg,large,en,False,False,
undon,undone,en,False,False,
anni,annie,en,False,False,
fuori,fuori,it,False,True,non_en
vece,veces,es,False,True,non_en
pela,pela,pt,True,True,non_en
kai,kai,el,,True,non_en
anna,anna,en,False,False,
either,either,en,False,False,
machin,machine,en,False,False,
be,be,en,,True,nltk_sw
sixteen,sixteen,en,False,False,
run,run,en,False,False,
ba,ba,,,True,non_en
rum,rum,sv,False,True,non_en
rub,rub,ru,False,True,non_en
word,words,en,False,False,
bo,bo,,,True,non_en
rug,rug,en,False,False,
rue,rue,fr,False,True,non_en
nuevo,nuevo,es,False,True,non_en
bu,bu,,,True,non_en
step,step,en,False,False,
weil,weil,de,True,True,non_en
hän,hän,fi,True,True,non_en
squeez,squeeze,en,False,False,
santa,santa,en,False,False,
starri,starry,en,False,False,
santo,santo,pt,False,True,non_en
crap,crap,en,False,False,
carol,carol,en,False,False,
by,by,en,,True,nltk_sw
nueva,nueva,es,False,True,non_en
shine,shine,en,False,False,
faith,faith,en,False,False,
candl,candle,en,False,False,
mão,mão,pt,False,True,non_en
most,most,en,True,True,nltk_sw
searchin,searchin',en,False,False,
bist,bist,de,True,True,non_en
perd,perd,fr,False,True,non_en
shini,shiny,en,False,False,
brooklyn,brooklyn,en,False,False,
valentin,valentine,en,False,False,
drama,drama,en,False,False,
duda,duda,es,False,True,non_en
idl,idle,en,False,False,
dine,dine,da,False,True,non_en
heel,heels,en,False,False,
pudiera,pudiera,es,False,True,non_en
wanna,wanna,en,False,False,
block,block,en,False,False,
sua,sua,pt,True,True,non_en
miracl,miracle,en,False,False,
genocid,genocide,en,False,False,
real,real,en,False,False,
fan,fan,en,False,False,
pero,pero,es,True,True,non_en
hermano,hermano,es,False,True,non_en
within,within,en,False,False,
usual,usually,en,False,False,
momma,momma,en,False,False,
jimmi,jimmy,en,False,False,
fallin,fallin',en,False,False,
chang,change,en,False,False,
lesson,lesson,en,False,False,
ann,ann,en,False,False,
alguém,alguém,pt,False,True,non_en
stench,stench,en,False,False,
holla,holla,en,False,False,
desol,desolate,en,False,False,
tú,tú,,,True,non_en
ao,ao,,,True,non_en
allí,allí,es,False,True,non_en
tô,tô,,,True,non_en
question,question,en,False,False,
pierdo,pierdo,es,False,True,non_en
submit,submit,en,False,False,
liegt,liegt,de,False,True,non_en
feu,feu,fr,False,True,non_en
parec,parece,es,False,True,non_en
keinen,keinen,de,True,True,non_en
suit,suit,en,False,False,
forward,forward,en,False,False,
mach,mach,ar,False,True,non_en
qua,qua,vi,,True,non_en
poder,poder,es,False,True,non_en
tá,tá,,,True,non_en
aqu,aqu,es,False,True,non_en
mutil,mutilation,en,False,False,
himself,himself,en,True,True,nltk_sw
an,an,en,,True,nltk_sw
ditch,ditch,en,False,False,
ascend,ascend,en,False,False,
frost,frost,en,False,False,
heartach,heartache,en,False,False,
won’t,won’t,en,False,False,
carn,carne,es,False,True,non_en
cloth,clothes,en,False,False,
dulc,dulce,es,False,True,non_en
doi,dois,pt,False,True,non_en
link,link,en,False,False,
translat,translation,en,False,False,
tenert,tenerte,es,False,True,non_en
atom,atomic,en,False,False,
line,line,en,False,False,
reel,reel,en,False,False,
dull,dull,en,False,False,
hush,hush,en,False,False,
skull,skull,en,False,False,
ut,ut,,,True,non_en
up,up,en,,True,nltk_sw
us,us,en,,True,nltk_sw
ur,ur,,,True,non_en
um,um,,,True,non_en
un,un,,,True,non_en
uh,uh,,,True,non_en
holler,holler,en,False,False,
z,z,,,True,letter
ki,ki,,,True,non_en
bath,bath,en,False,False,
necesito,necesito,es,False,True,non_en
v,v,,,True,letter
freak,freak,en,False,False,
curs,curse,en,False,False,
youâr,youâre,en,False,False,
flow,flow,en,False,False,
haunt,haunt,en,False,False,
repres,represent,en,False,False,
scarlet,scarlet,en,False,False,
cure,cure,en,False,False,
jétai,j'étais,fr,False,True,non_en
chat,chat,en,False,False,
playin,playin',en,False,False,
curl,curl,en,False,False,
hospit,hospital,en,False,False,
prevail,prevail,en,False,False,
curtain,curtain,en,False,False,
kaikki,kaikki,fi,False,True,non_en
cotton,cotton,en,False,False,
cuento,cuento,es,False,True,non_en
rainbow,rainbow,en,False,False,
peter,peter,en,False,False,
gris,gris,fr,False,True,non_en
nah,nah,id,True,True,non_en
nai,n'ai,fr,False,True,non_en
são,são,pt,True,True,non_en
nao,nao,pt,False,True,non_en
cuenta,cuenta,es,False,True,non_en
tard,tarde,es,False,True,non_en
vou,vou,pt,False,True,non_en
nas,nas,pt,True,True,non_en
raini,rainy,en,False,False,
yang,yang,id,True,True,non_en
bear,bear,en,False,False,
recordar,recordar,es,False,True,non_en
grind,grind,en,False,False,
swirl,swirling,en,False,False,
propheci,prophecy,en,False,False,
mock,mock,en,False,False,
nice,nice,en,False,False,
dale,dale,en,False,False,
draw,draw,en,False,False,
oon,oon,ar,False,True,non_en
più,più,it,True,True,non_en
lend,lend,en,False,False,
ritmo,ritmo,es,False,True,non_en
missin,missin',en,False,False,
papa,papa,it,False,True,non_en
william,williams,en,False,False,
drag,drag,en,False,False,
est,est,fr,True,True,non_en
cè,c'è,it,False,True,non_en
worm,worm,en,False,False,
año,años,es,False,True,non_en
leaf,leaf,en,False,False,
tua,tua,it,True,True,non_en
desert,desert,en,False,False,
problema,problema,es,False,True,non_en
mood,mood,en,False,False,
ago,ago,en,False,False,
lane,lane,en,False,False,
land,land,en,False,False,
e,e,,,True,letter
sore,sore,en,False,False,
age,age,en,False,False,
sve,sve,bs,,True,non_en
gehen,gehen,de,False,True,non_en
oppress,oppression,en,False,False,
depth,depths,en,False,False,
enslav,enslaved,en,False,False,
hah,hah,en,False,False,
restor,restore,en,False,False,
fresh,fresh,en,False,False,
hello,hello,en,False,False,
passé,passé,fr,False,True,non_en
code,code,en,False,False,
anda,anda,id,True,True,non_en
edg,edge,en,False,False,
ganz,ganz,de,False,True,non_en
scratch,scratch,en,False,False,
dime,dime,en,False,False,
letzt,letzte,de,False,True,non_en
quero,quero,pt,False,True,non_en
alien,alien,en,False,False,
ge,ge,,,True,non_en
gana,ganas,es,False,True,non_en
gang,gang,no,False,True,non_en
ga,ga,,,True,non_en
vuelto,vuelto,es,False,True,non_en
go,go,en,,True,non_en
psycho,psycho,en,False,False,
meinem,meinem,de,True,True,non_en
senti,senti,pt,False,True,non_en
gi,gi,,,True,non_en
privat,private,en,False,False,
espera,espera,es,False,True,non_en
coeur,coeur,fr,False,True,non_en
young,young,en,False,False,
llora,llora,es,False,True,non_en
nose,nose,en,False,False,
oclock,o'clock,en,False,False,
bum,bum,en,False,False,
alto,alto,es,False,True,non_en
becam,became,en,False,False,
sens,sense,en,False,False,
fatal,fatal,en,False,False,
sent,sent,en,False,False,
inject,inject,en,False,False,
zurück,zurück,de,False,True,non_en
aprend,aprender,es,False,True,non_en
garden,garden,en,False,False,
sempr,sempre,it,False,True,non_en
noos,noose,en,False,False,
rhyme,rhyme,en,False,False,
agua,agua,es,False,True,non_en
wave,wave,en,False,False,
mous,mouse,en,False,False,
forgiven,forgiven,en,False,False,
spoon,spoon,en,False,False,
disast,disaster,en,False,False,
uhhuh,uh-huh,en,False,False,
shiver,shiver,en,False,False,
wipe,wipe,en,False,False,
tri,try,en,False,False,
yeux,yeux,fr,False,True,non_en
magic,magic,en,False,False,
wasteland,wasteland,en,False,False,
magia,magia,es,False,True,non_en
stiff,stiff,en,False,False,
zeit,zeit,de,False,True,non_en
fur,fur,en,False,False,
button,button,en,False,False,
gettin,gettin',en,False,False,
michael,michael,en,False,False,
eve,eve,en,False,False,
mirar,mirar,es,False,True,non_en
race,race,en,False,False,
déjame,déjame,es,False,True,non_en
iba,iba,sk,,True,non_en
stomp,stomp,en,False,False,
marri,married,en,False,False,
pleas,please,en,False,False,
someday,someday,en,False,False,
zo,zo,,,True,non_en
fortun,fortune,en,False,False,
esté,estés,es,True,True,non_en
natur,nature,en,False,False,
bug,bug,en,False,False,
está,está,es,True,True,non_en
vela,vela,it,False,True,non_en
jump,jump,en,False,False,
crook,crooked,en,False,False,
annihil,annihilation,en,False,False,
video,video,en,False,False,
plead,plead,en,False,False,
zu,zu,,,True,non_en
acid,acid,en,False,False,
odd,odds,en,False,False,
click,click,en,False,False,
folk,folks,en,False,False,
się,się,pl,,True,non_en
går,går,sv,False,True,non_en
porqu,porque,es,True,True,non_en
compar,compare,en,False,False,
chicago,chicago,en,False,False,
wore,wore,en,False,False,
slight,slightly,en,False,False,
sonn,sonne,de,False,True,non_en
hardest,hardest,en,False,False,
moan,moan,en,False,False,
cell,cell,en,False,False,
rotten,rotten,en,False,False,
indian,indian,en,False,False,
cancion,canciones,es,False,True,non_en
playa,playa,es,False,True,non_en
plug,plug,en,False,False,
bird,bird,en,False,False,
can,can,en,True,True,nltk_sw
involv,involved,en,False,False,
vibrat,vibration,en,False,False,
led,led,en,False,False,
chose,chose,fr,False,True,non_en
despit,despite,en,False,False,
